"","P_daily_4","P_daily_6","P_daily_8","dates"
"129",129336.952333333,128365.331333333,129358.858333333,2021-04-27
"130",130828.870333333,129286.919666667,130212.953666667,2021-04-28
"131",132363.191333333,130128.180333333,130977.765,2021-04-29
"132",133950.771666667,130894.663666667,131657.983,2021-04-30
"133",135569.575,131595.841333333,132265.123,2021-05-01
"134",137263.423333333,132231.538,132770.173,2021-05-02
"135",139064.520666667,132777.129333333,133187.894333333,2021-05-03
"136",140977.253333333,133267.653333333,133566.507,2021-05-04
"137",142995.779666667,133727.593666667,133843.935666667,2021-05-05
"138",145098.992333333,134147.494,134079.246666667,2021-05-06
"139",147261.964333333,134545.838666667,134222.295666667,2021-05-07
"140",149540.931,134919.477,134341.528,2021-05-08
"141",151965.233666667,135288.046333333,134397.424333333,2021-05-09
"142",154493.510666667,135638.223666667,134404.454,2021-05-10
"143",157100.709,136006.769333333,134358.445666667,2021-05-11
"144",159755.461,136363.873,134285.715,2021-05-12
"145",162467.546,136744.733666667,134177.569666667,2021-05-13
"146",165293.688333333,137163.819,134044.019,2021-05-14
"147",168203.776666667,137625.39,133876.784666667,2021-05-15
"148",171169.456,138140.374333333,133708.731333333,2021-05-16
"149",174185.583666667,138686.369,133520.673,2021-05-17
"150",177246.039,139262.374333333,133310.639666667,2021-05-18
"151",180349.192333333,139873.667,133085.680333333,2021-05-19
"152",183511.259333333,140547.513,132866.761333333,2021-05-20
"153",186720.682333333,141295.410666667,132641.2,2021-05-21
"154",189972.092666667,142114.376666667,132412.098,2021-05-22
"155",193250.010666667,142966.880666667,132206.546,2021-05-23
"156",196567.65,143870.843,131997.955333333,2021-05-24
"157",199894.356,144781.648666667,131785.455333333,2021-05-25
"158",203226.212333333,145734.074,131571.574,2021-05-26
"159",206584.911,146732.971,131400.147333333,2021-05-27
"160",209989.847,147779.896666667,131228.847,2021-05-28
"161",213386.823333333,148860.901666667,131117.919666667,2021-05-29
"162",216794.899,149954.917333333,131014.636333333,2021-05-30
"163",220173.614,151034.165333333,130922.845333333,2021-05-31
"164",223597.800666667,152140.900666667,130829.872333333,2021-06-01
"165",227007.166666667,153269.329333333,130758.605,2021-06-02
"166",230427.979666667,154382.382666667,130719.773333333,2021-06-03
"167",233853.421333333,155522.855,130699.778,2021-06-04
"168",237247.022666667,156645.144666667,130721.804,2021-06-05
"169",240627.424333333,157768.203,130760.797666667,2021-06-06
"170",243981.314,158886.254333333,130831.721,2021-06-07
"171",247352.436666667,159986.227666667,130896.100333333,2021-06-08
"172",250643.387,161078.253,130956.23,2021-06-09
"173",253897.235,162149.474333333,131029.503,2021-06-10
"174",257120.460666667,163236.725,131136.622,2021-06-11
"175",260296.105,164272.508666667,131244.655,2021-06-12
"176",263418.631,165319.871,131371.368666667,2021-06-13
"177",266463.553333333,166335.888333333,131507.413333333,2021-06-14
"178",269445.639333333,167326.053666667,131622.612333333,2021-06-15
"179",272352.952333333,168300.242666667,131737.25,2021-06-16
"180",275191.813666667,169232.733,131847.250333333,2021-06-17
"181",277932.117,170159.755666667,131949.256,2021-06-18
"182",280580.975,171069.607333333,132056.595333333,2021-06-19
"183",283134.772333333,171921.252666667,132168.472666667,2021-06-20
"184",285554.536333333,172786.931,132253.945,2021-06-21
"185",287809.031,173590.544,132333.865666667,2021-06-22
"186",289864.798,174363.365666667,132377.573333333,2021-06-23
"187",291726.795,175101.509,132418.477333333,2021-06-24
"188",293443.515,175809.608333333,132443.674666667,2021-06-25
"189",294968.014333333,176501.804666667,132431.391,2021-06-26
"190",296367.655333333,177130.412666667,132402.011333333,2021-06-27
"191",297581.002,177732.823,132365.837,2021-06-28
"192",298602.295333333,178292.656333333,132294.408333333,2021-06-29
"193",299471.003333333,178797.992,132216.789333333,2021-06-30
"194",300169.260666667,179249.993666667,132120.624333333,2021-07-01
"195",300723.303666667,179671.253,131996.621333333,2021-07-02
"196",301097.377333333,180029.503333333,131844.134333333,2021-07-03
"197",301272.065333333,180356.749666667,131680.394,2021-07-04
"198",301300.263333333,180619.168333333,131473.122333333,2021-07-05
"199",301163.774,180791.437333333,131257.161333333,2021-07-06
"200",300889.440666667,180842.246,130993.989,2021-07-07
"201",300420.863,180855.886333333,130740.511,2021-07-08
"202",299784.039,180742.559333333,130446.210666667,2021-07-09
"203",298985.533666667,180579.883,130115.002666667,2021-07-10
"204",298025.602,180344.590666667,129755.722666667,2021-07-11
"205",296904.202666667,180040.625,129383.135666667,2021-07-12
"206",295639.177333333,179668.281666667,128975.056,2021-07-13
"207",294227.611333333,179233.077,128546.947333333,2021-07-14
"208",292638.356,178739.611,128082.233666667,2021-07-15
"209",290917.733666667,178199.227333333,127586.744333333,2021-07-16
"210",289088.638,177562.779,127073.558,2021-07-17
"211",287074.097,176870.843,126521.496,2021-07-18
"212",284950.834333333,176168.911333333,125950.42,2021-07-19
"213",282679.835333333,175363.790666667,125298.757,2021-07-20
"214",280268.472,174521.936333333,124614.181,2021-07-21
"215",277773.252666667,173625.356666667,123876.443666667,2021-07-22
"216",275167.929666667,172705.776666667,123097.524,2021-07-23
"217",272408.389,171689.321666667,122281.430333333,2021-07-24
"218",269596.828666667,170643.571333333,121429.369666667,2021-07-25
"219",266658.235666667,169546.835,120561.968666667,2021-07-26
"220",263627.823333333,168391.566666667,119635.118333333,2021-07-27
"221",260529.621666667,167215.678,118712.56,2021-07-28
"222",257322.036333333,165977.84,117732.736,2021-07-29
"223",254058.474333333,164720.870333333,116750.922,2021-07-30
"224",250712.979333333,163398.038333333,115729.178666667,2021-07-31
"225",247331.937,162043.212666667,114695.752333333,2021-08-01
"226",243852.803,160664.823,113647.983,2021-08-02
"227",240332.631666667,159221.408333333,112567.503333333,2021-08-03
"228",236769.697,157764.392333333,111481.270666667,2021-08-04
"229",233143.496,156285.425666667,110363.095666667,2021-08-05
"230",229508.744,154752.998,109228.550666667,2021-08-06
"231",225842.626666667,153207.978333333,108093.040333333,2021-08-07
"232",222137.016,151634.511333333,106931.302,2021-08-08
"233",218424.872,150041.16,105768.245333333,2021-08-09
"234",214676.266666667,148408.97,104576.608666667,2021-08-10
"235",210933.228,146749.301333333,103396.39,2021-08-11
"236",207164.848,145078.229,102175.185333333,2021-08-12
"237",203386.058666667,143397.889333333,100970.226666667,2021-08-13
"238",199633.610333333,141685.714,99744.7306666667,2021-08-14
"239",195867.099333333,139965.486,98515.762,2021-08-15
"240",192126.680666667,138230.682666667,97279.3166666667,2021-08-16
"241",188378.324,136482.681,96052.1146666667,2021-08-17
"242",184658.125333333,134730.738333333,94802.7126666667,2021-08-18
"243",180963.796,132960.023333333,93554.1236666667,2021-08-19
"244",177289.736666667,131176.446333333,92300.3683333333,2021-08-20
"245",173635.508333333,129407.246666667,91051.0596666667,2021-08-21
"246",169998.326333333,127621.585,89794.3683333333,2021-08-22
"247",166413.072333333,125810.367333333,88550.311,2021-08-23
"248",162825.113333333,124015.578666667,87288.639,2021-08-24
"249",159306.127333333,122232.68,86042.5686666667,2021-08-25
"250",155818.423666667,120423.648666667,84790.1966666667,2021-08-26
