"","value","dates"
"106",452278.969666667,2021-03-24
"107",466093.666666667,2021-03-25
"108",479943.436666667,2021-03-26
"109",493804.867666667,2021-03-27
"110",507640.955333333,2021-03-28
"111",521428.536333333,2021-03-29
"112",535144.921,2021-03-30
"113",548753.690333333,2021-03-31
"114",562243.682,2021-04-01
"115",575572.499666667,2021-04-02
"116",588727.271,2021-04-03
"117",601681.742666667,2021-04-04
"118",614407.321,2021-04-05
"119",626875.225,2021-04-06
"120",639075.869666667,2021-04-07
"121",650997.669666667,2021-04-08
"122",662619.007666667,2021-04-09
"123",673918.311333333,2021-04-10
"124",684896.585,2021-04-11
"125",695528.543,2021-04-12
"126",705808.498,2021-04-13
"127",715726.351333333,2021-04-14
"128",725256.278666667,2021-04-15
"129",734399.778333333,2021-04-16
"130",743170.530666667,2021-04-17
"131",751550.064666667,2021-04-18
"132",759527.189666667,2021-04-19
"133",767104.708333333,2021-04-20
"134",774288.562666667,2021-04-21
"135",781081.155,2021-04-22
"136",787488.309333333,2021-04-23
"137",793518.598333333,2021-04-24
"138",799176.210333333,2021-04-25
"139",804475.169333333,2021-04-26
"140",809431.01,2021-04-27
"141",814056.612,2021-04-28
"142",818352.960666667,2021-04-29
"143",822321.345333333,2021-04-30
"144",825992.426333333,2021-05-01
"145",829369.410666667,2021-05-02
"146",832479.092,2021-05-03
"147",835322.575333333,2021-05-04
"148",837895.998333333,2021-05-05
"149",840233.455666667,2021-05-06
"150",842335.202666667,2021-05-07
"151",844241.723333333,2021-05-08
"152",845972.398,2021-05-09
"153",847570.214,2021-05-10
"154",849049.110666667,2021-05-11
"155",850452.272,2021-05-12
"156",851796.373,2021-05-13
"157",853104.736333333,2021-05-14
"158",854414.423333333,2021-05-15
"159",855719.826666667,2021-05-16
"160",857046.465,2021-05-17
"161",858413.049,2021-05-18
"162",859800.939666667,2021-05-19
"163",861238.922333333,2021-05-20
"164",862710.197333333,2021-05-21
"165",864258.525,2021-05-22
"166",865873.08,2021-05-23
"167",867601.077666667,2021-05-24
"168",869444.677666667,2021-05-25
"169",871432.396666667,2021-05-26
"170",873587.336,2021-05-27
"171",875923.036666667,2021-05-28
"172",878451.444,2021-05-29
"173",881189.026333333,2021-05-30
"174",884139.480333333,2021-05-31
"175",887323.842,2021-06-01
"176",890711.496,2021-06-02
"177",894315.003666667,2021-06-03
"178",898127.849,2021-06-04
"179",902131.293666667,2021-06-05
"180",906295.740666667,2021-06-06
"181",910641.265,2021-06-07
"182",915135.796,2021-06-08
"183",919800.619,2021-06-09
"184",924631.785,2021-06-10
"185",929636.509,2021-06-11
"186",934804.246,2021-06-12
"187",940161.362666667,2021-06-13
"188",945679.338333333,2021-06-14
"189",951387.112,2021-06-15
"190",957263.051,2021-06-16
"191",963312.764,2021-06-17
"192",969536.611,2021-06-18
"193",975930.179,2021-06-19
"194",982492.074666667,2021-06-20
"195",989200.185333333,2021-06-21
"196",996067.780666667,2021-06-22
"197",1003084.68666667,2021-06-23
"198",1010252.04366667,2021-06-24
"199",1017565.251,2021-06-25
"200",1025019.667,2021-06-26
"201",1032624.24066667,2021-06-27
"202",1040370.03033333,2021-06-28
"203",1048253.383,2021-06-29
"204",1056277.33933333,2021-06-30
"205",1064442.29333333,2021-07-01
"206",1072728.06166667,2021-07-02
"207",1081142.516,2021-07-03
"208",1089686.12233333,2021-07-04
"209",1098363.28833333,2021-07-05
"210",1107139.88166667,2021-07-06
"211",1116010.81166667,2021-07-07
"212",1124975.05233333,2021-07-08
"213",1134019.98166667,2021-07-09
"214",1143147.824,2021-07-10
"215",1152337.651,2021-07-11
"216",1161598.18633333,2021-07-12
"217",1170881.01233333,2021-07-13
"218",1180193.99533333,2021-07-14
"219",1189550.57433333,2021-07-15
"220",1198922.66566667,2021-07-16
"221",1208291.11933333,2021-07-17
"222",1217670.07033333,2021-07-18
"223",1227047.67666667,2021-07-19
"224",1236402.38033333,2021-07-20
"225",1245745.41133333,2021-07-21
"226",1255051.29266667,2021-07-22
"227",1264317.392,2021-07-23
"228",1273539.347,2021-07-24
"229",1282708.469,2021-07-25
"230",1291826.884,2021-07-26
"231",1300878.351,2021-07-27
"232",1309875.66633333,2021-07-28
"233",1318788.072,2021-07-29
"234",1327632.289,2021-07-30
"235",1336383.96133333,2021-07-31
"236",1345031.53066667,2021-08-01
"237",1353590.17066667,2021-08-02
"238",1362063.38166667,2021-08-03
"239",1370419.74466667,2021-08-04
"240",1378673.246,2021-08-05
"241",1386817.14366667,2021-08-06
"242",1394823.75933333,2021-08-07
"243",1402726.36833333,2021-08-08
"244",1410495.06066667,2021-08-09
"245",1418140.49166667,2021-08-10
"246",1425640.95266667,2021-08-11
"247",1432997.67866667,2021-08-12
"248",1440221.77633333,2021-08-13
"249",1447291.854,2021-08-14
"250",1454212.59466667,2021-08-15
