"","value","dates"
"81",126.03,2021-02-21
"82",125.973666666667,2021-02-22
"83",127.023333333333,2021-02-23
"84",127.299666666667,2021-02-24
"85",127.635333333333,2021-02-25
"86",128.858,2021-02-26
"87",130.363,2021-02-27
"88",131.134,2021-02-28
"89",132.953333333333,2021-03-01
"90",135.188666666667,2021-03-02
"91",137.273333333333,2021-03-03
"92",139.489333333333,2021-03-04
"93",141.853,2021-03-05
"94",144.008333333333,2021-03-06
"95",146.702333333333,2021-03-07
"96",149.473666666667,2021-03-08
"97",152.396,2021-03-09
"98",155.193333333333,2021-03-10
"99",158.015,2021-03-11
"100",160.647,2021-03-12
"101",164.352666666667,2021-03-13
"102",166.950333333333,2021-03-14
"103",169.864333333333,2021-03-15
"104",173.050666666667,2021-03-16
"105",175.34,2021-03-17
"106",178.310333333333,2021-03-18
"107",180.778333333333,2021-03-19
"108",183.617666666667,2021-03-20
"109",186.300333333333,2021-03-21
"110",188.289,2021-03-22
"111",190.142666666667,2021-03-23
"112",192.625,2021-03-24
"113",194.827333333333,2021-03-25
"114",197.263666666667,2021-03-26
"115",198.995666666667,2021-03-27
"116",201.057,2021-03-28
"117",202.557666666667,2021-03-29
"118",203.838666666667,2021-03-30
"119",205.249,2021-03-31
"120",207.32,2021-04-01
"121",208.797,2021-04-02
"122",210.007666666667,2021-04-03
"123",210.796333333333,2021-04-04
"124",211.993666666667,2021-04-05
"125",213.223666666667,2021-04-06
"126",213.951666666667,2021-04-07
"127",214.170333333333,2021-04-08
"128",215.23,2021-04-09
"129",216.263,2021-04-10
"130",216.493333333333,2021-04-11
"131",216.502666666667,2021-04-12
"132",217.079,2021-04-13
"133",216.940666666667,2021-04-14
"134",217.120333333333,2021-04-15
"135",218.049666666667,2021-04-16
"136",218.025,2021-04-17
"137",217.475666666667,2021-04-18
"138",217.366666666667,2021-04-19
"139",217.445333333333,2021-04-20
"140",216.968666666667,2021-04-21
"141",216.625666666667,2021-04-22
"142",215.868333333333,2021-04-23
"143",214.985666666667,2021-04-24
"144",215.188,2021-04-25
"145",213.931,2021-04-26
"146",214.038666666667,2021-04-27
"147",213.225,2021-04-28
"148",212.632,2021-04-29
"149",211.401333333333,2021-04-30
"150",210.601666666667,2021-05-01
"151",210.592333333333,2021-05-02
"152",209.118,2021-05-03
"153",208.327333333333,2021-05-04
"154",207.323666666667,2021-05-05
"155",206.451666666667,2021-05-06
"156",205.565666666667,2021-05-07
"157",204.699,2021-05-08
"158",203.196333333333,2021-05-09
"159",202.587333333333,2021-05-10
"160",201.677666666667,2021-05-11
"161",199.987,2021-05-12
"162",199.605333333333,2021-05-13
"163",197.894666666667,2021-05-14
"164",196.551666666667,2021-05-15
"165",196.057,2021-05-16
"166",195.028333333333,2021-05-17
"167",194.415333333333,2021-05-18
"168",192.747333333333,2021-05-19
"169",191.552,2021-05-20
"170",190.809,2021-05-21
"171",189.915,2021-05-22
"172",188.526666666667,2021-05-23
"173",187.559,2021-05-24
"174",186.205,2021-05-25
"175",184.903666666667,2021-05-26
"176",184.014666666667,2021-05-27
"177",182.759,2021-05-28
"178",182.194333333333,2021-05-29
"179",180.143,2021-05-30
"180",179.385666666667,2021-05-31
"181",178.302,2021-06-01
"182",176.832,2021-06-02
"183",175.837,2021-06-03
"184",174.300666666667,2021-06-04
"185",173.807333333333,2021-06-05
"186",172.442666666667,2021-06-06
"187",171.261,2021-06-07
"188",170.289,2021-06-08
"189",168.577333333333,2021-06-09
"190",167.731333333333,2021-06-10
"191",166.430666666667,2021-06-11
"192",165.844,2021-06-12
"193",164.519666666667,2021-06-13
"194",163.362333333333,2021-06-14
"195",162.293666666667,2021-06-15
"196",160.819333333333,2021-06-16
"197",159.966,2021-06-17
"198",158.98,2021-06-18
"199",157.492666666667,2021-06-19
"200",156.864666666667,2021-06-20
"201",155.357333333333,2021-06-21
"202",154.584333333333,2021-06-22
"203",152.993666666667,2021-06-23
"204",152.434333333333,2021-06-24
"205",151.224,2021-06-25
"206",149.914666666667,2021-06-26
"207",149.181,2021-06-27
"208",147.991,2021-06-28
"209",147.112333333333,2021-06-29
"210",145.690333333333,2021-06-30
"211",144.826,2021-07-01
"212",143.982333333333,2021-07-02
"213",142.453333333333,2021-07-03
"214",141.673,2021-07-04
"215",140.479,2021-07-05
"216",139.867666666667,2021-07-06
"217",138.104,2021-07-07
"218",137.779333333333,2021-07-08
"219",136.638333333333,2021-07-09
"220",135.241,2021-07-10
"221",134.438333333333,2021-07-11
"222",133.739,2021-07-12
"223",132.429,2021-07-13
"224",131.730666666667,2021-07-14
"225",130.261,2021-07-15
"226",129.519,2021-07-16
"227",128.151333333333,2021-07-17
"228",127.368,2021-07-18
"229",126.394666666667,2021-07-19
"230",125.494333333333,2021-07-20
"231",124.38,2021-07-21
"232",123.103,2021-07-22
"233",122.496333333333,2021-07-23
"234",121.421333333333,2021-07-24
"235",120.584333333333,2021-07-25
"236",119.336666666667,2021-07-26
"237",118.416666666667,2021-07-27
"238",117.464333333333,2021-07-28
"239",116.603666666667,2021-07-29
"240",115.84,2021-07-30
"241",114.783,2021-07-31
"242",113.532,2021-08-01
"243",112.859,2021-08-02
"244",112.095666666667,2021-08-03
"245",110.926333333333,2021-08-04
"246",110.391666666667,2021-08-05
"247",108.939333333333,2021-08-06
"248",108.346333333333,2021-08-07
"249",107.284,2021-08-08
"250",106.5,2021-08-09
