"","value","dates"
"94",482711.420666667,2021-04-08
"95",508242.554,2021-04-09
"96",535143.488666667,2021-04-10
"97",563465.481,2021-04-11
"98",593274.211333333,2021-04-12
"99",624619.971666667,2021-04-13
"100",657562.763333333,2021-04-14
"101",692176.991666667,2021-04-15
"102",727204.331333333,2021-04-16
"103",762734.763,2021-04-17
"104",798787.092,2021-04-18
"105",835405.057,2021-04-19
"106",872546.704,2021-04-20
"107",910186.329333333,2021-04-21
"108",948272.157,2021-04-22
"109",986731.36,2021-04-23
"110",1025523.902,2021-04-24
"111",1064564.19733333,2021-04-25
"112",1103779.44333333,2021-04-26
"113",1143095.09166667,2021-04-27
"114",1182438.24133333,2021-04-28
"115",1221754.00566667,2021-04-29
"116",1260949.13866667,2021-04-30
"117",1299970.86333333,2021-05-01
"118",1338716.148,2021-05-02
"119",1377146.391,2021-05-03
"120",1415174.13733333,2021-05-04
"121",1452743.50466667,2021-05-05
"122",1489780.95966667,2021-05-06
"123",1526253.13566667,2021-05-07
"124",1562084.59766667,2021-05-08
"125",1597213.42633333,2021-05-09
"126",1631600.96633333,2021-05-10
"127",1665179.78833333,2021-05-11
"128",1697902.93833333,2021-05-12
"129",1729752.853,2021-05-13
"130",1760660.823,2021-05-14
"131",1790617.316,2021-05-15
"132",1819563.80633333,2021-05-16
"133",1847502.393,2021-05-17
"134",1874390.74566667,2021-05-18
"135",1900238.48066667,2021-05-19
"136",1925015.347,2021-05-20
"137",1948738.083,2021-05-21
"138",1971407.95333333,2021-05-22
"139",1993038.78166667,2021-05-23
"140",2013631.282,2021-05-24
"141",2033195.784,2021-05-25
"142",2051776.66733333,2021-05-26
"143",2069355.57833333,2021-05-27
"144",2085947.89333333,2021-05-28
"145",2101583.071,2021-05-29
"146",2116280.325,2021-05-30
"147",2130044.66533333,2021-05-31
"148",2142889.18,2021-06-01
"149",2154879.636,2021-06-02
"150",2166036.47333333,2021-06-03
"151",2176400.71733333,2021-06-04
"152",2186053.49033333,2021-06-05
"153",2195089.89033333,2021-06-06
"154",2203541.57533333,2021-06-07
"155",2211506.59233333,2021-06-08
"156",2219022.50233333,2021-06-09
"157",2226178.837,2021-06-10
"158",2233011.34133333,2021-06-11
"159",2239571.23566667,2021-06-12
"160",2245866.79933333,2021-06-13
"161",2251948.11733333,2021-06-14
"162",2257811.771,2021-06-15
"163",2263447.372,2021-06-16
"164",2268897.74033333,2021-06-17
"165",2274188.551,2021-06-18
"166",2279351.239,2021-06-19
"167",2284453.89,2021-06-20
"168",2289525.78966667,2021-06-21
"169",2294627.36166667,2021-06-22
"170",2299790.584,2021-06-23
"171",2305083.22766667,2021-06-24
"172",2310508.259,2021-06-25
"173",2316100.51333333,2021-06-26
"174",2321871.37566667,2021-06-27
"175",2327838.46633333,2021-06-28
"176",2333956.36366667,2021-06-29
"177",2340202.29833333,2021-06-30
"178",2346561.52266667,2021-07-01
"179",2352992.98333333,2021-07-02
"180",2359431.35833333,2021-07-03
"181",2365866.193,2021-07-04
"182",2372259.50233333,2021-07-05
"183",2378618.53333333,2021-07-06
"184",2384935.71133333,2021-07-07
"185",2391202.50966667,2021-07-08
"186",2397449.77433333,2021-07-09
"187",2403617.87733333,2021-07-10
"188",2409734.459,2021-07-11
"189",2415790.452,2021-07-12
"190",2421771.3,2021-07-13
"191",2427658.51333333,2021-07-14
"192",2433440.97933333,2021-07-15
"193",2439096.53766667,2021-07-16
"194",2444619.40333333,2021-07-17
"195",2449960.969,2021-07-18
"196",2455126.584,2021-07-19
"197",2460089.92133333,2021-07-20
"198",2464828.45466667,2021-07-21
"199",2469352.35633333,2021-07-22
"200",2473635.961,2021-07-23
"201",2477669.701,2021-07-24
"202",2481439.86266667,2021-07-25
"203",2484946.85366667,2021-07-26
"204",2488163.57766667,2021-07-27
"205",2491077.70733333,2021-07-28
"206",2493678.175,2021-07-29
"207",2495969.48,2021-07-30
"208",2497926.421,2021-07-31
"209",2499519.20066667,2021-08-01
"210",2500763.04166667,2021-08-02
"211",2501590.123,2021-08-03
"212",2502030.157,2021-08-04
"213",2502051.62766667,2021-08-05
"214",2501635.142,2021-08-06
"215",2500745.026,2021-08-07
"216",2499392.25333333,2021-08-08
"217",2497543.637,2021-08-09
"218",2495178.76366667,2021-08-10
"219",2492293.02533333,2021-08-11
"220",2488882.89666667,2021-08-12
"221",2484935.67033333,2021-08-13
"222",2480431.31433333,2021-08-14
"223",2475363.77133333,2021-08-15
"224",2469765.57566667,2021-08-16
"225",2463611.04733333,2021-08-17
"226",2456887.38,2021-08-18
"227",2449615.98233333,2021-08-19
"228",2441772.77133333,2021-08-20
"229",2433375.11333333,2021-08-21
"230",2424449.231,2021-08-22
"231",2414962.06766667,2021-08-23
"232",2404938.64766667,2021-08-24
"233",2394378.37233333,2021-08-25
"234",2383281.45566667,2021-08-26
"235",2371680.18366667,2021-08-27
"236",2359576.099,2021-08-28
"237",2346960.65966667,2021-08-29
"238",2333868.76066667,2021-08-30
"239",2320297.24333333,2021-08-31
"240",2306243.769,2021-09-01
"241",2291734.63466667,2021-09-02
"242",2276810.034,2021-09-03
"243",2261443.14033333,2021-09-04
"244",2245668.11166667,2021-09-05
"245",2229495.48733333,2021-09-06
"246",2212912.10566667,2021-09-07
"247",2195981.29433333,2021-09-08
"248",2178676.587,2021-09-09
"249",2161029.08233333,2021-09-10
"250",2143056.924,2021-09-11
