"","value","dates"
"76",220.588,2021-03-21
"77",232.873,2021-03-22
"78",246.562666666667,2021-03-23
"79",260.126333333333,2021-03-24
"80",274.201666666667,2021-03-25
"81",289.064,2021-03-26
"82",305.161666666667,2021-03-27
"83",322.058666666667,2021-03-28
"84",339.361,2021-03-29
"85",357.817,2021-03-30
"86",373.176,2021-03-31
"87",391.835666666667,2021-04-01
"88",412.82,2021-04-02
"89",436.261333333333,2021-04-03
"90",462.886333333333,2021-04-04
"91",492.032333333333,2021-04-05
"92",521.494333333333,2021-04-06
"93",555.712333333333,2021-04-07
"94",590.993333333333,2021-04-08
"95",629.302666666667,2021-04-09
"96",671.611,2021-04-10
"97",714.959666666667,2021-04-11
"98",762.408,2021-04-12
"99",812.508333333333,2021-04-13
"100",865.592666666667,2021-04-14
"101",923.305666666667,2021-04-15
"102",983.467333333333,2021-04-16
"103",1045.184,2021-04-17
"104",1108.813,2021-04-18
"105",1173.27033333333,2021-04-19
"106",1239.34166666667,2021-04-20
"107",1307.013,2021-04-21
"108",1376.416,2021-04-22
"109",1446.634,2021-04-23
"110",1517.53666666667,2021-04-24
"111",1589.824,2021-04-25
"112",1662.52166666667,2021-04-26
"113",1735.81233333333,2021-04-27
"114",1807.062,2021-04-28
"115",1880.06,2021-04-29
"116",1951.859,2021-04-30
"117",2023.537,2021-05-01
"118",2094.18833333333,2021-05-02
"119",2161.552,2021-05-03
"120",2230.448,2021-05-04
"121",2295.452,2021-05-05
"122",2360.308,2021-05-06
"123",2422.62966666667,2021-05-07
"124",2479.40333333333,2021-05-08
"125",2537.677,2021-05-09
"126",2589.63566666667,2021-05-10
"127",2638.80233333333,2021-05-11
"128",2684.813,2021-05-12
"129",2730.50366666667,2021-05-13
"130",2771.78066666667,2021-05-14
"131",2807.31133333333,2021-05-15
"132",2840.69366666667,2021-05-16
"133",2871.13033333333,2021-05-17
"134",2895.81633333333,2021-05-18
"135",2920.49566666667,2021-05-19
"136",2938.08933333333,2021-05-20
"137",2952.78233333333,2021-05-21
"138",2962.74266666667,2021-05-22
"139",2973.27266666667,2021-05-23
"140",2975.99,2021-05-24
"141",2978.00333333333,2021-05-25
"142",2974.94033333333,2021-05-26
"143",2969.99233333333,2021-05-27
"144",2959.128,2021-05-28
"145",2949.454,2021-05-29
"146",2935.708,2021-05-30
"147",2918.62833333333,2021-05-31
"148",2897.44766666667,2021-06-01
"149",2876.81066666667,2021-06-02
"150",2854.101,2021-06-03
"151",2826.50333333333,2021-06-04
"152",2798.93366666667,2021-06-05
"153",2767.966,2021-06-06
"154",2737.06533333333,2021-06-07
"155",2702.46333333333,2021-06-08
"156",2671.31466666667,2021-06-09
"157",2633.484,2021-06-10
"158",2597.65633333333,2021-06-11
"159",2559.85233333333,2021-06-12
"160",2523.33,2021-06-13
"161",2484.32133333333,2021-06-14
"162",2444.67,2021-06-15
"163",2405.728,2021-06-16
"164",2365.51866666667,2021-06-17
"165",2325.37866666667,2021-06-18
"166",2284.96466666667,2021-06-19
"167",2244.539,2021-06-20
"168",2202.49866666667,2021-06-21
"169",2160.76633333333,2021-06-22
"170",2119.98966666667,2021-06-23
"171",2080.74033333333,2021-06-24
"172",2039.431,2021-06-25
"173",1999.36933333333,2021-06-26
"174",1959.967,2021-06-27
"175",1920.23066666667,2021-06-28
"176",1880.45766666667,2021-06-29
"177",1843.29366666667,2021-06-30
"178",1802.57866666667,2021-07-01
"179",1767.042,2021-07-02
"180",1728.336,2021-07-03
"181",1692.86433333333,2021-07-04
"182",1654.316,2021-07-05
"183",1618.34633333333,2021-07-06
"184",1581.98,2021-07-07
"185",1546.962,2021-07-08
"186",1512.89833333333,2021-07-09
"187",1477.04433333333,2021-07-10
"188",1442.86566666667,2021-07-11
"189",1410.537,2021-07-12
"190",1377.37033333333,2021-07-13
"191",1345.33533333333,2021-07-14
"192",1312.76466666667,2021-07-15
"193",1281.53266666667,2021-07-16
"194",1249.92966666667,2021-07-17
"195",1219.81333333333,2021-07-18
"196",1190.54266666667,2021-07-19
"197",1160.73566666667,2021-07-20
"198",1131.77033333333,2021-07-21
"199",1104.95433333333,2021-07-22
"200",1077.79866666667,2021-07-23
"201",1049.71033333333,2021-07-24
"202",1023.63633333333,2021-07-25
"203",997.513,2021-07-26
"204",972.015333333333,2021-07-27
"205",947.439,2021-07-28
"206",922.659,2021-07-29
"207",899.057,2021-07-30
"208",874.995,2021-07-31
"209",852.002666666667,2021-08-01
"210",829.683333333333,2021-08-02
"211",808.394,2021-08-03
"212",787.192666666667,2021-08-04
"213",764.356666666667,2021-08-05
"214",744.473,2021-08-06
"215",724.745666666667,2021-08-07
"216",704.699666666667,2021-08-08
"217",686.280333333333,2021-08-09
"218",667.390333333333,2021-08-10
"219",649.428666666667,2021-08-11
"220",631.843,2021-08-12
"221",613.632,2021-08-13
"222",596.905333333333,2021-08-14
"223",580.587666666667,2021-08-15
"224",564.58,2021-08-16
"225",548.338666666667,2021-08-17
"226",532.76,2021-08-18
"227",517.7,2021-08-19
"228",503.089,2021-08-20
"229",488.461333333333,2021-08-21
"230",474.221333333333,2021-08-22
"231",461.219,2021-08-23
"232",448.079666666667,2021-08-24
"233",435.438666666667,2021-08-25
"234",422.071,2021-08-26
"235",410.429,2021-08-27
"236",399.126333333333,2021-08-28
"237",386.590333333333,2021-08-29
"238",375.261333333333,2021-08-30
"239",364.111666666667,2021-08-31
"240",353.583666666667,2021-09-01
"241",343.619333333333,2021-09-02
"242",332.909,2021-09-03
"243",322.829333333333,2021-09-04
"244",312.976666666667,2021-09-05
"245",304.308,2021-09-06
"246",294.080333333333,2021-09-07
"247",286.043666666667,2021-09-08
"248",277.347,2021-09-09
"249",269.066666666667,2021-09-10
"250",261.34,2021-09-11
