"","value","dates"
"1",413,2020-12-09
"2",201.009,2020-12-10
"3",216.838333333333,2020-12-11
"4",227.233333333333,2020-12-12
"5",234.86,2020-12-13
"6",238.846,2020-12-14
"7",240.698333333333,2020-12-15
"8",241.603333333333,2020-12-16
"9",241.489333333333,2020-12-17
"10",241.428,2020-12-18
"11",240.030666666667,2020-12-19
"12",238.830666666667,2020-12-20
"13",236.749333333333,2020-12-21
"14",234.775,2020-12-22
"15",233.228333333333,2020-12-23
"16",231.228,2020-12-24
"17",229.927333333333,2020-12-25
"18",227.465666666667,2020-12-26
"19",225.664333333333,2020-12-27
"20",224.174,2020-12-28
"21",222.04,2020-12-29
"22",220.683,2020-12-30
"23",219.203333333333,2020-12-31
"24",216.816333333333,2021-01-01
"25",215.454666666667,2021-01-02
"26",217.759,2021-01-03
"27",218.491,2021-01-04
"28",217.851333333333,2021-01-05
"29",216.471333333333,2021-01-06
"30",214.320333333333,2021-01-07
"31",211.454333333333,2021-01-08
"32",208.028666666667,2021-01-09
"33",203.869333333333,2021-01-10
"34",199.624,2021-01-11
"35",195.387666666667,2021-01-12
"36",190.972,2021-01-13
"37",186.141666666667,2021-01-14
"38",182.243333333333,2021-01-15
"39",176.89,2021-01-16
"40",172.319,2021-01-17
"41",172.295666666667,2021-01-18
"42",171.653666666667,2021-01-19
"43",170.158333333333,2021-01-20
"44",169.013333333333,2021-01-21
"45",167.662666666667,2021-01-22
"46",165.572333333333,2021-01-23
"47",163.461,2021-01-24
"48",161.075,2021-01-25
"49",158.457,2021-01-26
"50",155.841,2021-01-27
"51",153.088333333333,2021-01-28
"52",150.179,2021-01-29
"53",147.519333333333,2021-01-30
"54",144.822666666667,2021-01-31
"55",140.945,2021-02-01
"56",139.272666666667,2021-02-02
"57",137.189333333333,2021-02-03
"58",135.345333333333,2021-02-04
"59",134.286,2021-02-05
"60",133.099333333333,2021-02-06
"61",131.684,2021-02-07
"62",130.372333333333,2021-02-08
"63",128.869666666667,2021-02-09
"64",127.678,2021-02-10
"65",126.214,2021-02-11
"66",124.994666666667,2021-02-12
"67",123.397333333333,2021-02-13
"68",121.653666666667,2021-02-14
"69",120.722333333333,2021-02-15
"70",119.318333333333,2021-02-16
"71",118.11,2021-02-17
"72",117.973666666667,2021-02-18
"73",117.868666666667,2021-02-19
"74",118.680666666667,2021-02-20
"75",119.409333333333,2021-02-21
"76",120.725666666667,2021-02-22
"77",121.642333333333,2021-02-23
"78",122.908,2021-02-24
"79",124.645666666667,2021-02-25
"80",125.377666666667,2021-02-26
"81",127.167333333333,2021-02-27
"82",128.368333333333,2021-02-28
"83",129.748666666667,2021-03-01
"84",131.167333333333,2021-03-02
"85",132.454,2021-03-03
"86",132.711666666667,2021-03-04
"87",133.981666666667,2021-03-05
"88",135.958333333333,2021-03-06
"89",139.323,2021-03-07
"90",141.735666666667,2021-03-08
"91",145.109,2021-03-09
"92",149.543333333333,2021-03-10
"93",154.069333333333,2021-03-11
"94",157.807333333333,2021-03-12
"95",163.039333333333,2021-03-13
"96",168.584,2021-03-14
"97",173.943333333333,2021-03-15
"98",179.663,2021-03-16
"99",186.008333333333,2021-03-17
"100",192.515333333333,2021-03-18
"101",198.581333333333,2021-03-19
"102",206.454333333333,2021-03-20
