"","value","dates"
"1",24622,2020-12-20
"2",39064.5916666667,2020-12-21
"3",32779.1386666667,2020-12-22
"4",28295.1593333333,2020-12-23
"5",25103.2853333333,2020-12-24
"6",22831.1603333333,2020-12-25
"7",21211.836,2020-12-26
"8",20056.0726666667,2020-12-27
"9",19234.4603333333,2020-12-28
"10",18656.273,2020-12-29
"11",18235.4443333333,2020-12-30
"12",17938.252,2020-12-31
"13",17729.079,2021-01-01
"14",17585.0916666667,2021-01-02
"15",17477.7223333333,2021-01-03
"16",17399.3836666667,2021-01-04
"17",17347.1023333333,2021-01-05
"18",17302.9653333333,2021-01-06
"19",17275.145,2021-01-07
"20",17257.6273333333,2021-01-08
"21",17236.739,2021-01-09
"22",17220.7563333333,2021-01-10
"23",17207.2356666667,2021-01-11
"24",17193.1453333333,2021-01-12
"25",19335.4273333333,2021-01-13
"26",17784.407,2021-01-14
"27",16529.0593333333,2021-01-15
"28",15501.5626666667,2021-01-16
"29",14638.1793333333,2021-01-17
"30",13911.0143333333,2021-01-18
"31",13271.6093333333,2021-01-19
"32",12716.9766666667,2021-01-20
"33",12222.495,2021-01-21
"34",11771.2526666667,2021-01-22
"35",11353.906,2021-01-23
"36",10971.6973333333,2021-01-24
"37",10607.385,2021-01-25
"38",10269.873,2021-01-26
"39",9944.40233333333,2021-01-27
"40",16898.202,2021-01-28
"41",15674.9873333333,2021-01-29
"42",14636.0526666667,2021-01-30
"43",13722.189,2021-01-31
"44",12932.8933333333,2021-02-01
"45",12226.1296666667,2021-02-02
"46",11587.3186666667,2021-02-03
"47",11010.5993333333,2021-02-04
"48",10475.442,2021-02-05
"49",9987.62066666667,2021-02-06
"50",9527.81133333333,2021-02-07
"51",9104.10433333333,2021-02-08
"52",8700.52166666667,2021-02-09
"53",8320.97466666667,2021-02-10
"54",7960.084,2021-02-11
"55",10208.028,2021-02-12
"56",11455.926,2021-02-13
"57",12331.358,2021-02-14
"58",12934.644,2021-02-15
"59",13350.093,2021-02-16
"60",13625.472,2021-02-17
"61",13797.378,2021-02-18
"62",13895.5043333333,2021-02-19
"63",13952.8676666667,2021-02-20
"64",13959.3906666667,2021-02-21
"65",13940.8426666667,2021-02-22
"66",13909.1446666667,2021-02-23
"67",13860.036,2021-02-24
"68",13797.8833333333,2021-02-25
"69",13736.2803333333,2021-02-26
"70",14299.4396666667,2021-02-27
"71",15600.611,2021-02-28
"72",16616.5166666667,2021-03-01
"73",17444.8473333333,2021-03-02
"74",18145.9956666667,2021-03-03
"75",18762.7346666667,2021-03-04
"76",19316.0966666667,2021-03-05
"77",19827.713,2021-03-06
"78",20320.7293333333,2021-03-07
"79",20797.2243333333,2021-03-08
"80",21264.3203333333,2021-03-09
"81",21736.553,2021-03-10
"82",22201.611,2021-03-11
"83",22671.8043333333,2021-03-12
"84",23149.9553333333,2021-03-13
"85",26360.2376666667,2021-03-14
"86",29737.1856666667,2021-03-15
"87",32630.5906666667,2021-03-16
"88",35235.6736666667,2021-03-17
"89",37697.264,2021-03-18
"90",40087.6123333333,2021-03-19
"91",42475.507,2021-03-20
"92",44911.6656666667,2021-03-21
"93",47396.5643333333,2021-03-22
"94",49984.488,2021-03-23
"95",52668.5656666667,2021-03-24
"96",55477.0643333333,2021-03-25
"97",58410.4286666667,2021-03-26
"98",61480.4933333333,2021-03-27
"99",64697.0316666667,2021-03-28
"100",68058.5213333333,2021-03-29
"101",71584.951,2021-03-30
"102",73936.9473333333,2021-03-31
"103",76416.2356666667,2021-04-01
"104",78938.7853333333,2021-04-02
"105",81522.7303333333,2021-04-03
"106",84112.2076666667,2021-04-04
"107",86687.9536666667,2021-04-05
"108",89247.5606666667,2021-04-06
"109",91771.1546666667,2021-04-07
"110",94263.1926666667,2021-04-08
"111",96692.7946666667,2021-04-09
"112",99066.5126666667,2021-04-10
"113",101371.180666667,2021-04-11
"114",103617.166333333,2021-04-12
