"","value","dates"
"107",10080.7233333333,2021-02-25
"108",9985.01,2021-02-26
"109",9884.19033333333,2021-02-27
"110",9783.11166666667,2021-02-28
"111",9688.83866666667,2021-03-01
"112",9588.093,2021-03-02
"113",9477.03666666667,2021-03-03
"114",9355.359,2021-03-04
"115",9224.321,2021-03-05
"116",9087.21333333333,2021-03-06
"117",8950.60566666667,2021-03-07
"118",8805.53733333333,2021-03-08
"119",8662.907,2021-03-09
"120",8516.864,2021-03-10
"121",8369.42433333333,2021-03-11
"122",8222.577,2021-03-12
"123",8076.874,2021-03-13
"124",7928.283,2021-03-14
"125",7781.93566666667,2021-03-15
"126",7639.37866666667,2021-03-16
"127",7494.14866666667,2021-03-17
"128",7347.75433333333,2021-03-18
"129",7205.216,2021-03-19
"130",7066.39566666667,2021-03-20
"131",6927.43166666667,2021-03-21
"132",6785.729,2021-03-22
"133",6652.81966666667,2021-03-23
"134",6518.37,2021-03-24
"135",6391.282,2021-03-25
"136",6256.725,2021-03-26
"137",6133.867,2021-03-27
"138",6003.52866666667,2021-03-28
"139",5884.943,2021-03-29
"140",5762.864,2021-03-30
"141",5645.11533333333,2021-03-31
"142",5527.94466666667,2021-04-01
"143",5417.148,2021-04-02
"144",5306.66966666667,2021-04-03
"145",5202.458,2021-04-04
"146",5098.205,2021-04-05
"147",4999.45733333333,2021-04-06
"148",4900.715,2021-04-07
"149",4805.917,2021-04-08
"150",4713.726,2021-04-09
"151",4620.46033333333,2021-04-10
"152",4532.28766666667,2021-04-11
"153",4444.744,2021-04-12
"154",4360.61666666667,2021-04-13
"155",4275.76766666667,2021-04-14
"156",4194.63666666667,2021-04-15
"157",4112.58533333333,2021-04-16
"158",4035.656,2021-04-17
"159",3962.08333333333,2021-04-18
"160",3889.528,2021-04-19
"161",3815.334,2021-04-20
"162",3745.90066666667,2021-04-21
"163",3675.86633333333,2021-04-22
"164",3607.14433333333,2021-04-23
"165",3540.20066666667,2021-04-24
"166",3473.00066666667,2021-04-25
"167",3408.86766666667,2021-04-26
"168",3346.28033333333,2021-04-27
"169",3282.96566666667,2021-04-28
"170",3223.01533333333,2021-04-29
"171",3160.92433333333,2021-04-30
"172",3103.59733333333,2021-05-01
"173",3046.71,2021-05-02
"174",2990.279,2021-05-03
"175",2936.55933333333,2021-05-04
"176",2879.882,2021-05-05
"177",2826.47733333333,2021-05-06
"178",2776.017,2021-05-07
"179",2723.574,2021-05-08
"180",2673.74966666667,2021-05-09
"181",2625.85833333333,2021-05-10
"182",2577.81333333333,2021-05-11
"183",2531.478,2021-05-12
"184",2484.85,2021-05-13
"185",2439.85233333333,2021-05-14
"186",2395.254,2021-05-15
"187",2350.82566666667,2021-05-16
"188",2308.24433333333,2021-05-17
"189",2266.817,2021-05-18
"190",2228.46833333333,2021-05-19
"191",2186.50366666667,2021-05-20
"192",2147.38266666667,2021-05-21
"193",2109.258,2021-05-22
"194",2073.08466666667,2021-05-23
"195",2034.49,2021-05-24
"196",2000.13166666667,2021-05-25
"197",1964.50133333333,2021-05-26
"198",1928.237,2021-05-27
"199",1895.07633333333,2021-05-28
"200",1861.09466666667,2021-05-29
"201",1829.52533333333,2021-05-30
"202",1796.946,2021-05-31
"203",1764.95066666667,2021-06-01
"204",1732.65333333333,2021-06-02
"205",1704.019,2021-06-03
"206",1671.85766666667,2021-06-04
"207",1642.768,2021-06-05
"208",1614.00133333333,2021-06-06
"209",1583.808,2021-06-07
"210",1556.155,2021-06-08
"211",1527.848,2021-06-09
"212",1501.63833333333,2021-06-10
"213",1474.204,2021-06-11
"214",1447.64933333333,2021-06-12
"215",1420.446,2021-06-13
"216",1397.36166666667,2021-06-14
"217",1371.39333333333,2021-06-15
"218",1346.88866666667,2021-06-16
"219",1322.781,2021-06-17
"220",1299.52666666667,2021-06-18
"221",1274.669,2021-06-19
"222",1253.8,2021-06-20
"223",1230.18166666667,2021-06-21
"224",1207.87766666667,2021-06-22
"225",1187.254,2021-06-23
"226",1165.28133333333,2021-06-24
"227",1144.372,2021-06-25
"228",1123.76566666667,2021-06-26
"229",1104.083,2021-06-27
"230",1084.55066666667,2021-06-28
"231",1065.25366666667,2021-06-29
"232",1046.606,2021-06-30
"233",1027.53166666667,2021-07-01
"234",1008.77966666667,2021-07-02
"235",990.326,2021-07-03
"236",973.528666666667,2021-07-04
"237",955.785,2021-07-05
"238",937.738,2021-07-06
"239",922.687666666667,2021-07-07
"240",906.129666666667,2021-07-08
"241",889.186333333333,2021-07-09
"242",872.529333333333,2021-07-10
"243",858.058333333333,2021-07-11
"244",842.205333333333,2021-07-12
"245",827.032,2021-07-13
"246",813.002666666667,2021-07-14
"247",797.781,2021-07-15
"248",783.32,2021-07-16
"249",769.396,2021-07-17
"250",755.393,2021-07-18
