"","P_daily_4","P_daily_6","P_daily_8","dates"
"239",10725.397,12181.9386666667,12345.7216666667,2021-08-31
"240",10294.1606666667,11750.2526666667,11928.9543333333,2021-09-01
"241",9875.06133333333,11322.625,11524.4243333333,2021-09-02
"242",9472.58566666667,10921.561,11132.3946666667,2021-09-03
"243",9090.37866666667,10529.3366666667,10757.2986666667,2021-09-04
"244",8721.90066666667,10147.3703333333,10388.7146666667,2021-09-05
"245",8370.89633333333,9782.52533333333,10041.0893333333,2021-09-06
"246",8030.15466666667,9432.01333333333,9699.10466666667,2021-09-07
"247",7703.706,9090.652,9366.18266666667,2021-09-08
"248",7393.86633333333,8763.45133333333,9047.951,2021-09-09
"249",7095.02733333333,8450.097,8738.81733333333,2021-09-10
"250",6807.32533333333,8146.82233333333,8443.493,2021-09-11
