"","value","dates"
"130",393535.309,2021-04-11
"131",394126.104,2021-04-12
"132",394561.892,2021-04-13
"133",394842.737,2021-04-14
"134",394973.632333333,2021-04-15
"135",394964.640666667,2021-04-16
"136",394813.442666667,2021-04-17
"137",394526.669333333,2021-04-18
"138",394102.995666667,2021-04-19
"139",393553.386666667,2021-04-20
"140",392870.613333333,2021-04-21
"141",392077.654,2021-04-22
"142",391181.669666667,2021-04-23
"143",390185.516,2021-04-24
"144",389097.828,2021-04-25
"145",387925.898333333,2021-04-26
"146",386672.767,2021-04-27
"147",385354.111666667,2021-04-28
"148",383973.117,2021-04-29
"149",382530.070666667,2021-04-30
"150",381043.194666667,2021-05-01
"151",379489.970666667,2021-05-02
"152",377889.338333333,2021-05-03
"153",376241.360333333,2021-05-04
"154",374549.365666667,2021-05-05
"155",372817.041,2021-05-06
"156",371041.968666667,2021-05-07
"157",369244.518666667,2021-05-08
"158",367417.768333333,2021-05-09
"159",365566.170333333,2021-05-10
"160",363695.492333333,2021-05-11
"161",361805.713666667,2021-05-12
"162",359895.732666667,2021-05-13
"163",357970.341,2021-05-14
"164",356034.080333333,2021-05-15
"165",354068.943,2021-05-16
"166",352099.435333333,2021-05-17
"167",350103.67,2021-05-18
"168",348098.556,2021-05-19
"169",346075.527,2021-05-20
"170",344047.833333333,2021-05-21
"171",342003.786333333,2021-05-22
"172",339961.033666667,2021-05-23
"173",337900.388333333,2021-05-24
"174",335837.290666667,2021-05-25
"175",333767.313333333,2021-05-26
"176",331690.596333333,2021-05-27
"177",329612.403,2021-05-28
"178",327532.086666667,2021-05-29
"179",325450.672666667,2021-05-30
"180",323358.912,2021-05-31
"181",321273.533333333,2021-06-01
"182",319184.458333333,2021-06-02
"183",317094.603,2021-06-03
"184",315013.560666667,2021-06-04
"185",312935.962333333,2021-06-05
"186",310847.734333333,2021-06-06
"187",308768.968666667,2021-06-07
"188",306692.781,2021-06-08
"189",304621.058333333,2021-06-09
"190",302563.911666667,2021-06-10
"191",300501.354,2021-06-11
"192",298449.963666667,2021-06-12
"193",296407.735,2021-06-13
"194",294366.904666667,2021-06-14
"195",292337.362333333,2021-06-15
"196",290315.885,2021-06-16
"197",288303.010333333,2021-06-17
"198",286299.730666667,2021-06-18
"199",284310.200333333,2021-06-19
"200",282325.265666667,2021-06-20
"201",280346.544,2021-06-21
"202",278383.298666667,2021-06-22
"203",276429.993333333,2021-06-23
"204",274479.823,2021-06-24
"205",272534.921666667,2021-06-25
"206",270598.250666667,2021-06-26
"207",268664.838666667,2021-06-27
"208",266733.673,2021-06-28
"209",264811.952,2021-06-29
"210",262897.793333333,2021-06-30
"211",260986.820666667,2021-07-01
"212",259082.862666667,2021-07-02
"213",257183.731,2021-07-03
"214",255290.686666667,2021-07-04
"215",253404.229333333,2021-07-05
"216",251521.438,2021-07-06
"217",249647.495,2021-07-07
"218",247771.196,2021-07-08
"219",245907.121,2021-07-09
"220",244043.155666667,2021-07-10
"221",242189.263666667,2021-07-11
"222",240340.169,2021-07-12
"223",238502.218333333,2021-07-13
"224",236667.728666667,2021-07-14
"225",234841.679,2021-07-15
"226",233022.238333333,2021-07-16
"227",231205.718666667,2021-07-17
"228",229396.798,2021-07-18
"229",227596.416333333,2021-07-19
"230",225801.625333333,2021-07-20
"231",224015.767333333,2021-07-21
"232",222239.948,2021-07-22
"233",220472.748333333,2021-07-23
"234",218708.394666667,2021-07-24
"235",216950.319333333,2021-07-25
"236",215201.661333333,2021-07-26
"237",213462.098666667,2021-07-27
"238",211726.976,2021-07-28
"239",210003.037333333,2021-07-29
"240",208286.466333333,2021-07-30
"241",206575.378,2021-07-31
"242",204876.303666667,2021-08-01
"243",203185.924333333,2021-08-02
"244",201499.885666667,2021-08-03
"245",199817.951333333,2021-08-04
"246",198149.89,2021-08-05
"247",196489.570333333,2021-08-06
"248",194833.615666667,2021-08-07
"249",193190.957666667,2021-08-08
"250",191555.541666667,2021-08-09
