"","value","dates"
"71",313622.213333333,2021-01-20
"72",309563.998,2021-01-21
"73",305686.867333333,2021-01-22
"74",301903.715333333,2021-01-23
"75",298158.469333333,2021-01-24
"76",294402.169,2021-01-25
"77",290609.771,2021-01-26
"78",286768.282333333,2021-01-27
"79",282871.341666667,2021-01-28
"80",278915.098,2021-01-29
"81",274897.365666667,2021-01-30
"82",270825.102,2021-01-31
"83",266705.924666667,2021-02-01
"84",262547.556333333,2021-02-02
"85",258450.254666667,2021-02-03
"86",254971.059666667,2021-02-04
"87",251935.3,2021-02-05
"88",249222.435,2021-02-06
"89",246745.035666667,2021-02-07
"90",244430.201666667,2021-02-08
"91",242228.319,2021-02-09
"92",240114.593,2021-02-10
"93",238058.367,2021-02-11
"94",236044.411333333,2021-02-12
"95",234060.106666667,2021-02-13
"96",232090.990333333,2021-02-14
"97",230137.482666667,2021-02-15
"98",228202.864333333,2021-02-16
"99",226268.566333333,2021-02-17
"100",224339.520666667,2021-02-18
"101",222423.471666667,2021-02-19
"102",220508.020666667,2021-02-20
"103",218595.764,2021-02-21
"104",216684.626666667,2021-02-22
"105",214781.731666667,2021-02-23
"106",212885.882,2021-02-24
"107",210996.189666667,2021-02-25
"108",209121.551,2021-02-26
"109",207247.706,2021-02-27
"110",205380.389333333,2021-02-28
"111",203523.159333333,2021-03-01
"112",201669.588333333,2021-03-02
"113",199807.512666667,2021-03-03
"114",197930.716666667,2021-03-04
"115",196027.599333333,2021-03-05
"116",194092.761,2021-03-06
"117",192129.195666667,2021-03-07
"118",190133.585,2021-03-08
"119",188107.523666667,2021-03-09
"120",186047.198333333,2021-03-10
"121",183958.681333333,2021-03-11
"122",181839.412,2021-03-12
"123",179693.008666667,2021-03-13
"124",177518.659333333,2021-03-14
"125",175319.245333333,2021-03-15
"126",173099.830666667,2021-03-16
"127",170863.265,2021-03-17
"128",168605.479,2021-03-18
"129",166333.292,2021-03-19
"130",164049.870333333,2021-03-20
"131",161753.806333333,2021-03-21
"132",159445.037,2021-03-22
"133",157133.595666667,2021-03-23
"134",154820.493333333,2021-03-24
"135",152508.797,2021-03-25
"136",150193.431,2021-03-26
"137",147885.496,2021-03-27
"138",145570.899,2021-03-28
"139",143268.939666667,2021-03-29
"140",140976.669333333,2021-03-30
"141",138695.280333333,2021-03-31
"142",136425.501333333,2021-04-01
"143",134171.559333333,2021-04-02
"144",131934.274,2021-04-03
"145",129718.321333333,2021-04-04
"146",127521.883666667,2021-04-05
"147",125352.153333333,2021-04-06
"148",123205.683666667,2021-04-07
"149",121082.547666667,2021-04-08
"150",118989.375,2021-04-09
"151",116920.509,2021-04-10
"152",114879.816,2021-04-11
"153",112864.841333333,2021-04-12
"154",110880.322333333,2021-04-13
"155",108921.931333333,2021-04-14
"156",106994.422333333,2021-04-15
"157",105089.183333333,2021-04-16
"158",103214.232,2021-04-17
"159",101374.985666667,2021-04-18
"160",99565.5496666667,2021-04-19
"161",97783.4576666667,2021-04-20
"162",96032.4433333333,2021-04-21
"163",94310.3823333333,2021-04-22
"164",92616.6706666667,2021-04-23
"165",90949.5176666667,2021-04-24
"166",89310.18,2021-04-25
"167",87697.0813333333,2021-04-26
"168",86112.5896666667,2021-04-27
"169",84553.065,2021-04-28
"170",83021.9513333333,2021-04-29
"171",81517.1033333333,2021-04-30
"172",80039.7393333333,2021-05-01
"173",78586.9013333333,2021-05-02
"174",77160.6626666667,2021-05-03
"175",75759.1236666667,2021-05-04
"176",74380.2143333333,2021-05-05
"177",73025.0383333333,2021-05-06
"178",71695.7333333333,2021-05-07
"179",70386.9253333333,2021-05-08
"180",69103.4006666667,2021-05-09
"181",67844.318,2021-05-10
"182",66607.0593333333,2021-05-11
"183",65394.9033333333,2021-05-12
"184",64203.739,2021-05-13
"185",63033.512,2021-05-14
"186",61885.886,2021-05-15
"187",60758.0143333333,2021-05-16
"188",59649.619,2021-05-17
"189",58562.6,2021-05-18
"190",57497.8133333333,2021-05-19
"191",56450.066,2021-05-20
"192",55425.244,2021-05-21
"193",54418.8563333333,2021-05-22
"194",53431.811,2021-05-23
"195",52462.4603333333,2021-05-24
"196",51512.6963333333,2021-05-25
"197",50582.622,2021-05-26
"198",49667.81,2021-05-27
"199",48771.4206666667,2021-05-28
"200",47890.417,2021-05-29
"201",47027.0313333333,2021-05-30
"202",46180.8746666667,2021-05-31
"203",45349.6633333333,2021-06-01
"204",44532.9446666667,2021-06-02
"205",43732.6976666667,2021-06-03
"206",42946.4906666667,2021-06-04
"207",42176.9226666667,2021-06-05
"208",41420.4846666667,2021-06-06
"209",40674.502,2021-06-07
"210",39945.0016666667,2021-06-08
"211",39226.136,2021-06-09
"212",38522.5646666667,2021-06-10
"213",37831.1283333333,2021-06-11
"214",37152.749,2021-06-12
"215",36484.9573333333,2021-06-13
"216",35830.253,2021-06-14
"217",35187.526,2021-06-15
"218",34556.4213333333,2021-06-16
"219",33938.2503333333,2021-06-17
"220",33329.884,2021-06-18
"221",32730.991,2021-06-19
"222",32145.679,2021-06-20
"223",31568.951,2021-06-21
"224",31000.825,2021-06-22
"225",30444.9966666667,2021-06-23
"226",29897.68,2021-06-24
"227",29361.0936666667,2021-06-25
"228",28833.5096666667,2021-06-26
"229",28317.425,2021-06-27
"230",27811.265,2021-06-28
"231",27314.1363333333,2021-06-29
"232",26823.9593333333,2021-06-30
"233",26344.1376666667,2021-07-01
"234",25871.5803333333,2021-07-02
"235",25407.6303333333,2021-07-03
"236",24952.1046666667,2021-07-04
"237",24506.3033333333,2021-07-05
"238",24067.3003333333,2021-07-06
"239",23636.8626666667,2021-07-07
"240",23214.3226666667,2021-07-08
"241",22798.3323333333,2021-07-09
"242",22389.655,2021-07-10
"243",21988.8166666667,2021-07-11
"244",21594.0686666667,2021-07-12
"245",21208.0046666667,2021-07-13
"246",20829.072,2021-07-14
"247",20455.328,2021-07-15
"248",20088.3536666667,2021-07-16
"249",19728.2596666667,2021-07-17
"250",19374.608,2021-07-18
