"","value","dates"
"1",550,2020-11-11
"2",294.016666666667,2020-11-12
"3",323.267333333333,2020-11-13
"4",344.44,2020-11-14
"5",357.954,2020-11-15
"6",368.207666666667,2020-11-16
"7",375.718,2020-11-17
"8",380.017333333333,2020-11-18
"9",384.340666666667,2020-11-19
"10",386.110666666667,2020-11-20
"11",387.969,2020-11-21
"12",389.505333333333,2020-11-22
"13",390.242333333333,2020-11-23
"14",390.519666666667,2020-11-24
"15",391.773333333333,2020-11-25
"16",392.429666666667,2020-11-26
"17",393.911333333333,2020-11-27
"18",394.071,2020-11-28
"19",395.579333333333,2020-11-29
"20",396.563333333333,2020-11-30
"21",396.868666666667,2020-12-01
"22",398.229666666667,2020-12-02
"23",398.462666666667,2020-12-03
"24",399.837666666667,2020-12-04
"25",401.725666666667,2020-12-05
"26",419.166333333333,2020-12-06
"27",429.618,2020-12-07
"28",432.728333333333,2020-12-08
"29",431.913666666667,2020-12-09
"30",426.787333333333,2020-12-10
"31",419.354,2020-12-11
"32",409.567,2020-12-12
"33",398.969666666667,2020-12-13
"34",386.911,2020-12-14
"35",373.763,2020-12-15
"36",361.296333333333,2020-12-16
"37",347.173333333333,2020-12-17
"38",333.154333333333,2020-12-18
"39",320.453666666667,2020-12-19
"40",306.269333333333,2020-12-20
"41",302.203666666667,2020-12-21
"42",298.101,2020-12-22
"43",294.845333333333,2020-12-23
"44",291.850666666667,2020-12-24
"45",288.798,2020-12-25
"46",285.531,2020-12-26
"47",281.455333333333,2020-12-27
"48",277.989,2020-12-28
"49",273.482333333333,2020-12-29
"50",269.437333333333,2020-12-30
"51",264.666,2020-12-31
"52",260.049,2021-01-01
"53",254.446333333333,2021-01-02
"54",249.128333333333,2021-01-03
"55",243.911666666667,2021-01-04
"56",239.739333333333,2021-01-05
"57",235.685,2021-01-06
"58",232.859333333333,2021-01-07
"59",229.554666666667,2021-01-08
"60",226.691666666667,2021-01-09
"61",224.385333333333,2021-01-10
"62",220.187666666667,2021-01-11
"63",217.093,2021-01-12
"64",214.753333333333,2021-01-13
"65",210.971666666667,2021-01-14
"66",207.171,2021-01-15
"67",203.773333333333,2021-01-16
"68",200.481666666667,2021-01-17
"69",197.103666666667,2021-01-18
"70",192.813333333333,2021-01-19
"71",189.921666666667,2021-01-20
"72",187.587666666667,2021-01-21
"73",184.834,2021-01-22
"74",182.793666666667,2021-01-23
"75",180.340666666667,2021-01-24
"76",178.089,2021-01-25
"77",176.056666666667,2021-01-26
"78",173.779333333333,2021-01-27
"79",171.291666666667,2021-01-28
"80",168.711,2021-01-29
"81",166.349,2021-01-30
"82",164.287333333333,2021-01-31
"83",162.167666666667,2021-02-01
"84",159.497,2021-02-02
"85",156.825,2021-02-03
"86",154.546666666667,2021-02-04
"87",152.416666666667,2021-02-05
"88",150.24,2021-02-06
"89",148.525,2021-02-07
"90",147.418666666667,2021-02-08
"91",146.082666666667,2021-02-09
"92",144.934,2021-02-10
"93",143.425333333333,2021-02-11
"94",142.079666666667,2021-02-12
"95",141.075,2021-02-13
"96",139.896666666667,2021-02-14
"97",138.518333333333,2021-02-15
"98",138.018,2021-02-16
"99",136.365666666667,2021-02-17
"100",135.494333333333,2021-02-18
"101",133.921666666667,2021-02-19
"102",133.184,2021-02-20
"103",131.844666666667,2021-02-21
"104",130.559666666667,2021-02-22
"105",129.355,2021-02-23
"106",128.787333333333,2021-02-24
"107",127.507666666667,2021-02-25
"108",125.957333333333,2021-02-26
"109",124.689666666667,2021-02-27
"110",123.764666666667,2021-02-28
"111",122.647666666667,2021-03-01
"112",121.662333333333,2021-03-02
"113",120.402,2021-03-03
"114",119.236333333333,2021-03-04
"115",118.314,2021-03-05
"116",117.486666666667,2021-03-06
"117",115.839,2021-03-07
"118",114.825333333333,2021-03-08
"119",113.672333333333,2021-03-09
"120",112.526333333333,2021-03-10
"121",111.265,2021-03-11
"122",110.004666666667,2021-03-12
"123",108.894666666667,2021-03-13
"124",107.449333333333,2021-03-14
"125",105.904,2021-03-15
"126",104.596333333333,2021-03-16
"127",103.34,2021-03-17
"128",102.514666666667,2021-03-18
"129",100.621,2021-03-19
"130",99.4026666666667,2021-03-20
"131",97.9903333333333,2021-03-21
"132",96.5246666666667,2021-03-22
"133",95.0743333333333,2021-03-23
"134",94.0423333333333,2021-03-24
"135",92.2876666666667,2021-03-25
"136",91.2686666666667,2021-03-26
"137",89.8183333333333,2021-03-27
"138",88.427,2021-03-28
"139",87.0246666666667,2021-03-29
"140",86.0066666666667,2021-03-30
"141",84.426,2021-03-31
"142",82.9613333333333,2021-04-01
"143",81.475,2021-04-02
"144",80.5303333333333,2021-04-03
"145",78.694,2021-04-04
"146",77.6123333333333,2021-04-05
"147",76.6086666666667,2021-04-06
"148",75.0066666666667,2021-04-07
"149",73.6916666666667,2021-04-08
"150",72.1586666666667,2021-04-09
"151",70.9073333333333,2021-04-10
"152",69.8876666666667,2021-04-11
"153",68.7636666666667,2021-04-12
"154",67.329,2021-04-13
"155",66.5073333333333,2021-04-14
"156",64.9716666666667,2021-04-15
"157",63.9436666666667,2021-04-16
"158",62.7496666666667,2021-04-17
"159",61.71,2021-04-18
"160",60.6123333333333,2021-04-19
"161",59.344,2021-04-20
"162",58.344,2021-04-21
"163",57.0813333333333,2021-04-22
"164",56.2486666666667,2021-04-23
"165",55.4973333333333,2021-04-24
"166",54.2123333333333,2021-04-25
"167",53.4953333333333,2021-04-26
"168",52.5213333333333,2021-04-27
"169",51.491,2021-04-28
"170",50.5993333333333,2021-04-29
"171",49.6663333333333,2021-04-30
"172",49.0143333333333,2021-05-01
"173",47.7013333333333,2021-05-02
"174",46.881,2021-05-03
"175",45.8613333333333,2021-05-04
"176",45.1463333333333,2021-05-05
"177",44.2103333333333,2021-05-06
"178",43.5663333333333,2021-05-07
"179",42.7833333333333,2021-05-08
"180",42.0806666666667,2021-05-09
"181",41.2933333333333,2021-05-10
"182",40.6436666666667,2021-05-11
"183",39.815,2021-05-12
"184",39.1616666666667,2021-05-13
"185",38.1826666666667,2021-05-14
"186",37.5953333333333,2021-05-15
"187",36.9123333333333,2021-05-16
"188",36.2443333333333,2021-05-17
