"","value","dates"
"1",36574,2020-12-03
"2",59348.2183333333,2020-12-04
"3",49633.555,2020-12-05
"4",42593.6553333333,2020-12-06
"5",37497.537,2020-12-07
"6",33794.8803333333,2020-12-08
"7",31085.1466666667,2020-12-09
"8",29107.895,2020-12-10
"9",27643.376,2020-12-11
"10",26548.8013333333,2020-12-12
"11",25723.7223333333,2020-12-13
"12",25091.7046666667,2020-12-14
"13",24600.483,2020-12-15
"14",24201.2333333333,2020-12-16
"15",23879.5336666667,2020-12-17
"16",23601.7096666667,2020-12-18
"17",23368.65,2020-12-19
"18",23160.106,2020-12-20
"19",22961.4493333333,2020-12-21
"20",22785.5243333333,2020-12-22
"21",22610.287,2020-12-23
"22",22446.8133333333,2020-12-24
"23",22290.0776666667,2020-12-25
"24",22129.053,2020-12-26
"25",22473.3736666667,2020-12-27
"26",21305.313,2020-12-28
"27",20340.2743333333,2020-12-29
"28",19528.7996666667,2020-12-30
"29",18827.672,2020-12-31
"30",18214.8856666667,2021-01-01
"31",17670.9926666667,2021-01-02
"32",17169.32,2021-01-03
"33",16707.486,2021-01-04
"34",16282.46,2021-01-05
"35",15882.607,2021-01-06
"36",15497.8286666667,2021-01-07
"37",15132.373,2021-01-08
"38",14773.884,2021-01-09
"39",14432.991,2021-01-10
"40",15947.5586666667,2021-01-11
"41",15544.1436666667,2021-01-12
"42",15150.5966666667,2021-01-13
"43",14778.0576666667,2021-01-14
"44",14417.4,2021-01-15
"45",14071.4463333333,2021-01-16
"46",13735.191,2021-01-17
"47",13407.672,2021-01-18
"48",13093.063,2021-01-19
"49",12782.6146666667,2021-01-20
"50",12482.0423333333,2021-01-21
"51",12191.3193333333,2021-01-22
"52",11899.745,2021-01-23
"53",11624.4983333333,2021-01-24
"54",11349.6003333333,2021-01-25
"55",13712.3986666667,2021-01-26
"56",13396.142,2021-01-27
"57",13090.2626666667,2021-01-28
"58",12793.0376666667,2021-01-29
"59",12488.2216666667,2021-01-30
"60",12195.353,2021-01-31
"61",11915.3526666667,2021-02-01
"62",11638.5553333333,2021-02-02
"63",11364.4803333333,2021-02-03
"64",11100.3266666667,2021-02-04
"65",10844.8773333333,2021-02-05
"66",10587.0943333333,2021-02-06
"67",10341.7563333333,2021-02-07
"68",10098.8133333333,2021-02-08
"69",9865.599,2021-02-09
"70",9176.89033333333,2021-02-10
