"","value","dates"
"71",10192.304,2021-02-11
"72",10941.875,2021-02-12
"73",11510.0596666667,2021-02-13
"74",11948.3406666667,2021-02-14
"75",12293.527,2021-02-15
"76",12579.464,2021-02-16
"77",12816.9973333333,2021-02-17
"78",13023.4336666667,2021-02-18
"79",13210.8283333333,2021-02-19
"80",13379.4166666667,2021-02-20
"81",13540.0353333333,2021-02-21
"82",13687.1276666667,2021-02-22
"83",13838.7863333333,2021-02-23
"84",13982.6023333333,2021-02-24
"85",14741.9946666667,2021-02-25
"86",15464.9126666667,2021-02-26
"87",16084.8763333333,2021-02-27
"88",16627.9173333333,2021-02-28
"89",17124.14,2021-03-01
"90",17590.8713333333,2021-03-02
"91",18034.7623333333,2021-03-03
"92",18468.7876666667,2021-03-04
"93",18903.7726666667,2021-03-05
"94",19330.332,2021-03-06
"95",19753.9913333333,2021-03-07
"96",20187.5146666667,2021-03-08
"97",20623.461,2021-03-09
"98",21067.0796666667,2021-03-10
"99",21512.1933333333,2021-03-11
"100",21964.9046666667,2021-03-12
"101",22426.108,2021-03-13
"102",22481.508,2021-03-14
"103",22574.423,2021-03-15
"104",22684.4293333333,2021-03-16
"105",22803.0903333333,2021-03-17
"106",22922.8616666667,2021-03-18
"107",23040.5123333333,2021-03-19
"108",23152.0276666667,2021-03-20
"109",23254.8136666667,2021-03-21
"110",23342.2086666667,2021-03-22
"111",23426.167,2021-03-23
"112",23494.666,2021-03-24
"113",23548.492,2021-03-25
"114",23587.844,2021-03-26
"115",23627.3203333333,2021-03-27
"116",23645.5546666667,2021-03-28
"117",23649.5086666667,2021-03-29
"118",23649.6326666667,2021-03-30
"119",23630.9406666667,2021-03-31
"120",23605.5146666667,2021-04-01
"121",23572.628,2021-04-02
"122",23524.174,2021-04-03
"123",23469.9203333333,2021-04-04
"124",23407.6776666667,2021-04-05
"125",23328.418,2021-04-06
"126",23244.4366666667,2021-04-07
"127",23158.9693333333,2021-04-08
"128",23059.918,2021-04-09
"129",22949.861,2021-04-10
"130",22842.066,2021-04-11
"131",22716.468,2021-04-12
"132",22592.5746666667,2021-04-13
"133",22461.609,2021-04-14
"134",22330.2503333333,2021-04-15
"135",22198.345,2021-04-16
"136",22057.5983333333,2021-04-17
"137",21906.0256666667,2021-04-18
"138",21754.9786666667,2021-04-19
"139",21607.1913333333,2021-04-20
"140",21447.385,2021-04-21
"141",21291.022,2021-04-22
"142",21142.639,2021-04-23
"143",20992.0453333333,2021-04-24
"144",20843.9493333333,2021-04-25
"145",20704.68,2021-04-26
"146",20553.3606666667,2021-04-27
"147",20424.356,2021-04-28
"148",20280.3613333333,2021-04-29
"149",20147.7116666667,2021-04-30
"150",20012.9863333333,2021-05-01
"151",19869.0623333333,2021-05-02
"152",19731.4213333333,2021-05-03
"153",19598.0593333333,2021-05-04
"154",19458.12,2021-05-05
"155",19324.1433333333,2021-05-06
"156",19184.027,2021-05-07
"157",19064.8433333333,2021-05-08
"158",18932.104,2021-05-09
"159",18804.4966666667,2021-05-10
"160",18680.3123333333,2021-05-11
"161",18554.9583333333,2021-05-12
"162",18433.5133333333,2021-05-13
"163",18305.696,2021-05-14
"164",18183.296,2021-05-15
"165",18053.6913333333,2021-05-16
"166",17930.294,2021-05-17
"167",17800.0963333333,2021-05-18
"168",17676.4836666667,2021-05-19
"169",17547.4216666667,2021-05-20
"170",17428.0976666667,2021-05-21
"171",17301.8616666667,2021-05-22
"172",17182.3886666667,2021-05-23
"173",17052.4913333333,2021-05-24
"174",16934.3753333333,2021-05-25
"175",16810.661,2021-05-26
"176",16691.3223333333,2021-05-27
"177",16565.7493333333,2021-05-28
"178",16449.9856666667,2021-05-29
"179",16330.891,2021-05-30
"180",16205.545,2021-05-31
"181",16093.1743333333,2021-06-01
"182",15969.9816666667,2021-06-02
"183",15855.9026666667,2021-06-03
"184",15744.1816666667,2021-06-04
"185",15627.2943333333,2021-06-05
"186",15507.7256666667,2021-06-06
"187",15396.4393333333,2021-06-07
"188",15281.518,2021-06-08
"189",15169.353,2021-06-09
"190",15065.0196666667,2021-06-10
"191",14951.165,2021-06-11
"192",14844.2946666667,2021-06-12
"193",14738.558,2021-06-13
"194",14625.3566666667,2021-06-14
"195",14523.5236666667,2021-06-15
"196",14412.1333333333,2021-06-16
"197",14307.534,2021-06-17
"198",14204.615,2021-06-18
"199",14105.8286666667,2021-06-19
"200",14000.127,2021-06-20
"201",13892.3893333333,2021-06-21
"202",13799.742,2021-06-22
"203",13694.2056666667,2021-06-23
"204",13590.3963333333,2021-06-24
"205",13487.7686666667,2021-06-25
"206",13385.6386666667,2021-06-26
"207",13277.9453333333,2021-06-27
"208",13172.771,2021-06-28
"209",13073.1086666667,2021-06-29
"210",12971.053,2021-06-30
"211",12867.6833333333,2021-07-01
"212",12766.6453333333,2021-07-02
"213",12666.2093333333,2021-07-03
"214",12563.3356666667,2021-07-04
"215",12463.149,2021-07-05
"216",12363.3696666667,2021-07-06
"217",12263.8286666667,2021-07-07
"218",12159.9873333333,2021-07-08
"219",12066.0953333333,2021-07-09
"220",11962.7973333333,2021-07-10
"221",11868.6586666667,2021-07-11
"222",11767.4946666667,2021-07-12
"223",11670.6406666667,2021-07-13
"224",11575.3526666667,2021-07-14
"225",11478.999,2021-07-15
"226",11384.6576666667,2021-07-16
"227",11283.8863333333,2021-07-17
"228",11190.1583333333,2021-07-18
"229",11094.084,2021-07-19
"230",11001.486,2021-07-20
"231",10909.307,2021-07-21
"232",10817.3693333333,2021-07-22
"233",10725.0493333333,2021-07-23
"234",10631.3636666667,2021-07-24
"235",10538.2656666667,2021-07-25
"236",10447.228,2021-07-26
"237",10359.6303333333,2021-07-27
"238",10266.0063333333,2021-07-28
"239",10180.2583333333,2021-07-29
"240",10090.5736666667,2021-07-30
"241",9998.904,2021-07-31
"242",9912.50533333333,2021-08-01
"243",9827.79,2021-08-02
"244",9737.85866666667,2021-08-03
"245",9650.22066666667,2021-08-04
"246",9565.60666666667,2021-08-05
"247",9478.70133333333,2021-08-06
"248",9392.79366666667,2021-08-07
"249",9312.083,2021-08-08
"250",9226.87633333333,2021-08-09
