date,beta_t
2020-03-01,0.05703967000000003
2020-03-02,0.05703967
2020-03-03,0.057039670000000015
2020-03-04,0.05703967
2020-03-05,0.057039670000000035
2020-03-06,0.05703966999999999
2020-03-07,0.05703966999999997
2020-03-08,0.05703967000000003
2020-03-09,0.057039670000000015
2020-03-10,0.05703967000000006
2020-03-11,0.057039669999999966
2020-03-12,0.057039669999999994
2020-03-13,0.05703967000000003
2020-03-14,0.057039670000000015
2020-03-15,0.057039669999999994
2020-03-16,0.05703967000000006
2020-03-17,0.05703967000000003
2020-03-18,0.05703966999999996
2020-03-19,0.057039670000000015
2020-03-20,0.05703967000000005
2020-03-21,0.057039670000000015
2020-03-22,0.057039670000000015
2020-03-23,0.057039669999999994
2020-03-24,0.05703967
2020-03-25,0.057039670000000015
2020-03-26,0.05703966999999999
2020-03-27,0.05703966999999999
2020-03-28,0.057039670000000015
2020-03-29,0.05703966999999999
2020-03-30,0.057039670000000035
2020-03-31,0.05703967000000003
2020-04-01,0.05703967000000003
2020-04-02,0.05703967000000003
2020-04-03,0.05703966999999999
2020-04-04,0.05703967
2020-04-05,0.05703967
2020-04-06,0.057039669999999994
2020-04-07,0.057039669999999994
2020-04-08,0.05703966999999998
2020-04-09,0.057039669999999994
2020-04-10,0.057039669999999994
2020-04-11,0.057039670000000015
2020-04-12,0.05703966999999997
2020-04-13,0.057039669999999966
2020-04-14,0.05703966999999999
2020-04-15,0.057039670000000035
2020-04-16,0.057039670000000015
2020-04-17,0.057039669999999994
2020-04-18,0.05703967000000003
2020-04-19,0.05703967
2020-04-20,0.057039669999999994
2020-04-21,0.057039669999999994
2020-04-22,0.057039669999999966
2020-04-23,0.057039670000000015
2020-04-24,0.057039669999999994
2020-04-25,0.05703967000000005
2020-04-26,0.05703966999999999
2020-04-27,0.05703967
2020-04-28,0.05703966999999999
2020-04-29,0.05703967
2020-04-30,0.05703966999999998
2020-05-01,0.05703967
2020-05-02,0.05703966999999999
2020-05-03,0.057039669999999966
2020-05-04,0.05703966999999999
2020-05-05,0.05703967
2020-05-06,0.05703967
2020-05-07,0.057039669999999966
2020-05-08,0.05703966999999998
2020-05-09,0.057039669999999966
2020-05-10,0.057039669999999966
2020-05-11,0.05703967
2020-05-12,0.05703966999999997
2020-05-13,0.05703967000000003
2020-05-14,0.05703966999999999
2020-05-15,0.05703966999999999
2020-05-16,0.05703967000000003
2020-05-17,0.05703967000000003
2020-05-18,0.05703967000000003
2020-05-19,0.05703967000000003
2020-05-20,0.057039670000000015
2020-05-21,0.057039669999999994
2020-05-22,0.05703966999999997
2020-05-23,0.057039669999999966
2020-05-24,0.05703966999999999
2020-05-25,0.05703966999999999
2020-05-26,0.05703967
2020-05-27,0.05703967000000003
2020-05-28,0.05703966999999999
2020-05-29,0.057039670000000035
2020-05-30,0.05703967000000003
2020-05-31,0.05703967000000003
2020-06-01,0.05703967
2020-06-02,0.05703967
2020-06-03,0.05703966999999997
2020-06-04,0.057039669999999945
2020-06-05,0.05703967
2020-06-06,0.05703967000000005
2020-06-07,0.05703967
2020-06-08,0.05703967
2020-06-09,0.057039669999999994
2020-06-10,0.057039670000000015
2020-06-11,0.05703966999999995
2020-06-12,0.05703967000000003
2020-06-13,0.05703966999999996
2020-06-14,0.057039670000000015
2020-06-15,0.05703967
2020-06-16,0.05703967000000003
2020-06-17,0.05703967000000003
2020-06-18,0.057039670000000015
2020-06-19,0.05703967000000003
2020-06-20,0.057039669999999966
2020-06-21,0.05703967000000003
2020-06-22,0.05703967000000003
2020-06-23,0.05703966999999999
2020-06-24,0.05703966999999999
2020-06-25,0.05703967000000005
2020-06-26,0.05703967000000003
2020-06-27,0.05703967000000006
2020-06-28,0.057039669999999966
2020-06-29,0.05703967
2020-06-30,0.05703966999999997
2020-07-01,0.05703966999999999
2020-07-02,0.05703963086114789
2020-07-03,0.0570388175772761
2020-07-04,0.05703677892155303
2020-07-05,0.05703427682087354
2020-07-06,0.057032111720301336
2020-07-07,0.05703055530634355
2020-07-08,0.05702956344053026
2020-07-09,0.057029014543231005
2020-07-10,0.05702880002077109
2020-07-11,0.0570288406126791
2020-07-12,0.05702908178977287
2020-07-13,0.05702948643833942
2020-07-14,0.057030029077057905
2020-07-15,0.05703069191889731
2020-07-16,0.05703146230812989
2020-07-17,0.05703232610519734
2020-07-18,0.057033231251045986
2020-07-19,0.05703415963587175
2020-07-20,0.05703510028149015
2020-07-21,0.05703603802256142
2020-07-22,0.05703695152961231
2020-07-23,0.05703781030781486
2020-07-24,0.05703857028784103
2020-07-25,0.057039167999086954
2020-07-26,0.05703951537597875
2020-07-27,0.05703950487175561
2020-07-28,0.05703905592842959
2020-07-29,0.057038265425616824
2020-07-30,0.05703765183616769
2020-07-31,0.05703805291207175
2020-08-01,0.05703967000000003
2020-08-02,0.05704247459983684
2020-08-03,0.057048749514232194
2020-08-04,0.05705787728006107
2020-08-05,0.05706728879122221
2020-08-06,0.05707539406430769
2020-08-07,0.057081896001828426
2020-08-08,0.05708704164828053
2020-08-09,0.05709116081373065
2020-08-10,0.057094523565938526
2020-08-11,0.05709732454808921
