date,beta_t
2020-08-12,0.057099698906122195
2020-08-13,0.05710174015751017
2020-08-14,0.057103513712637236
2020-08-15,0.057105066078545555
2020-08-16,0.05710643092166756
2020-08-17,0.05710766377873602
2020-08-18,0.05710892429751521
2020-08-19,0.057110255839317225
2020-08-20,0.05711169721504072
2020-08-21,0.05711330297158064
2020-08-22,0.057115151251654485
2020-08-23,0.05711735587064821
2020-08-24,0.05712008405138762
2020-08-25,0.057123578859318215
2020-08-26,0.05712817331504249
2020-08-27,0.05713424026276014
2020-08-28,0.05714191506044605
2020-08-29,0.057150364536144915
2020-08-30,0.05715713399166115
2020-08-31,0.05715988685118417
2020-09-01,0.0571596343820848
2020-09-02,0.057151656571256225
2020-09-03,0.05713187640254685
2020-09-04,0.05710759420931327
2020-09-05,0.057086346606026545
2020-09-06,0.05707062458919343
2020-09-07,0.05705996512755714
2020-09-08,0.05705320413849465
2020-09-09,0.05704931433254761
2020-09-10,0.057047549935127
2020-09-11,0.05704739941349087
2020-09-12,0.05704851522102629
2020-09-13,0.05705065897118257
2020-09-14,0.05705366432278883
2020-09-15,0.05705741290956813
2020-09-16,0.057061818849688514
2020-09-17,0.05706641739069132
2020-09-18,0.05707100329873937
2020-09-19,0.057075478135407885
2020-09-20,0.0570797046117227
2020-09-21,0.05708348740684194
2020-09-22,0.05708654324022778
2020-09-23,0.057088455029732095
2020-09-24,0.05708860652971674
2020-09-25,0.05708610964064206
2020-09-26,0.057079805694767165
2020-09-27,0.057068643573459414
2020-09-28,0.057053155043219866
2020-09-29,0.05703825772804993
2020-09-30,0.05703286707925973
2020-10-01,0.05703967
2020-10-02,0.05705438012293841
2020-10-03,0.05708769231314627
2020-10-04,0.05713621476155608
2020-10-05,0.05718632202330694
2020-10-06,0.05722976019520957
2020-10-07,0.057265099633601456
2020-10-08,0.05729369578953975
2020-10-09,0.05731728583342642
2020-10-10,0.05733727292998728
2020-10-11,0.057354660542810625
2020-10-12,0.05737014186288188
2020-10-13,0.057384194857985585
2020-10-14,0.05739715298685966
2020-10-15,0.05740925290031655
2020-10-16,0.05742066568164634
2020-10-17,0.05743163041601766
2020-10-18,0.05744293026254113
2020-10-19,0.057454804306385415
2020-10-20,0.05746742363084059
2020-10-21,0.05748102488671915
2020-10-22,0.057495941532758846
2020-10-23,0.05751265153674446
2020-10-24,0.05753184808966128
2020-10-25,0.05755453465509762
2020-10-26,0.05758211439777923
2020-10-27,0.05761632448810823
2020-10-28,0.05765852037714168
2020-10-29,0.05770727242121699
2020-10-30,0.05775432671714497
2020-10-31,0.05778605782006473
2020-11-01,0.05779907392090871
2020-11-02,0.057802088338738136
2020-11-03,0.057784650639092126
2020-11-04,0.05775139165559474
2020-11-05,0.05771767702272871
2020-11-06,0.05769198218501158
2020-11-07,0.05767522363330853
2020-11-08,0.05766558978185179
2020-11-09,0.05766108368574497
2020-11-10,0.057660174719959954
2020-11-11,0.057661800795221166
2020-11-12,0.05766524307726918
2020-11-13,0.05767001333673124
2020-11-14,0.05767577494133195
2020-11-15,0.05768229127577
2020-11-16,0.057689392683030936
2020-11-17,0.05769672544595371
2020-11-18,0.05770348857127897
2020-11-19,0.05770953404307414
2020-11-20,0.05771465785899733
2020-11-21,0.057718573332761744
2020-11-22,0.05772086960904731
2020-11-23,0.05772094769695195
2020-11-24,0.057717925978163574
2020-11-25,0.05771051912237804
2020-11-26,0.05769695661301988
2020-11-27,0.05767523217273158
2020-11-28,0.05764454777471708
2020-11-29,0.057609196610704794
2020-11-30,0.05758216791244206
2020-12-01,0.05757604368504063
2020-12-02,0.05758310986079785
2020-12-03,0.05758232263469042
2020-12-04,0.05756749999648058
2020-12-05,0.05754799664533123
2020-12-06,0.05753364019438839
2020-12-07,0.057527766325275724
2020-12-08,0.05752983311971681
2020-12-09,0.057538347861188166
2020-12-10,0.05755197727065031
2020-12-11,0.05756974821292463
2020-12-12,0.05759099119583325
2020-12-13,0.05761525054886391
2020-12-14,0.057642213420360126
2020-12-15,0.05767166142674055
2020-12-16,0.057703574400448016
2020-12-17,0.057737237694670124
2020-12-18,0.05777221719241247
2020-12-19,0.05780838374523575
2020-12-20,0.057845558064968765
2020-12-21,0.05788348666161789
2020-12-22,0.057921804879133953
2020-12-23,0.05795998155355487
2020-12-24,0.0579972431782525
2020-12-25,0.058032498033533504
2020-12-26,0.058064370230637104
2020-12-27,0.05809172006609994
2020-12-28,0.05811547188030805
2020-12-29,0.05814181855867112
2020-12-30,0.05818136644343024
2020-12-31,0.05823705504535334
2021-01-01,0.05828730453967433
2021-01-02,0.05829268218742096
2021-01-03,0.05826020752741985
2021-01-04,0.05822493932481315
2021-01-05,0.058210355546055505
2021-01-06,0.05822228038789895
2021-01-07,0.058258237870236616
2021-01-08,0.058313967759102615
2021-01-09,0.05838572579517811
2021-01-10,0.058470701763578076
2021-01-11,0.05856688801190973
2021-01-12,0.05867286428663993
2021-01-13,0.05878761903103564
2021-01-14,0.058910421778150715
2021-01-15,0.05904073643189353
2021-01-16,0.05917815672095037
2021-01-17,0.05932017261428956
2021-01-18,0.05946565094441191
2021-01-19,0.05961401564458663
2021-01-20,0.05976445063020752
2021-01-21,0.05991577538991392
2021-01-22,0.060066248677773694
2021-01-23,0.060213267487756066
2021-01-24,0.060352951250653396
2021-01-25,0.0604797623170974
2021-01-26,0.060586974087334766
2021-01-27,0.0606707083380619
2021-01-28,0.060742353725112976
2021-01-29,0.060842686569450945
2021-01-30,0.061014696693633144
2021-01-31,0.061233115413606154
2021-02-01,0.06139548087830915
2021-02-02,0.06146660811200105
2021-02-03,0.061518024915052844
2021-02-04,0.06161407962998409
2021-02-05,0.0617709882126372
2021-02-06,0.061981460445521434
2021-02-07,0.062234422369664394
2021-02-08,0.0625210192598861
2021-02-09,0.06283513174785983
2021-02-10,0.06317268709439802
2021-02-11,0.06353097301992203
2021-02-12,0.06390815474460469
2021-02-13,0.06430296452166308
2021-02-14,0.06471450661629004
2021-02-15,0.065142134511487
2021-02-16,0.06558246508074235
2021-02-17,0.06603399331277413
2021-02-18,0.06649597781791525
2021-02-19,0.06696737836131986
2021-02-20,0.0674467028145318
2021-02-21,0.06793176221895733
2021-02-22,0.06841928086009791
2021-02-23,0.06890430183412914
2021-02-24,0.06937941164373573
2021-02-25,0.06983429060653824
2021-02-26,0.07025793226555128
2021-02-27,0.07065030150592165
2021-02-28,0.07104936595078433
2021-03-01,0.07153638390751962
2021-03-02,0.07214283282960025
2021-03-03,0.07286886724145952
2021-03-04,0.07392492625638947
2021-03-05,0.07523572717701374
2021-03-06,0.07655595501378089
2021-03-07,0.07775269208273196
2021-03-08,0.07881240359929975
2021-03-09,0.07976355436748918
2021-03-10,0.0806370943124397
2021-03-11,0.08145662022240836
2021-03-12,0.08223846739720764
2021-03-13,0.08299368300917628
2021-03-14,0.08372977083550548
2021-03-15,0.08445190752672341
2021-03-16,0.08516373442635483
2021-03-17,0.08586786442241888
2021-03-18,0.08657049854221505
2021-03-19,0.08728434542271193
2021-03-20,0.08801088617053315
2021-03-21,0.08875292278127477
2021-03-22,0.08951427855572829
2021-03-23,0.09030025831362778
2021-03-24,0.09111832988295344
2021-03-25,0.09197908822236647
2021-03-26,0.09289744087060368
2021-03-27,0.09389340891055693
2021-03-28,0.09499010674795985
2021-03-29,0.09620174255547802
2021-03-30,0.09749860884883788
2021-03-31,0.09875515564148542
2021-04-01,0.09978056667647058
2021-04-02,0.10053531451583136
2021-04-03,0.1012233724995777
2021-04-04,0.1019308929984885
2021-04-05,0.10264882496820374
2021-04-06,0.10335052662796242
2021-04-07,0.10402223288619995
2021-04-08,0.10466305473591121
2021-04-09,0.10527637919185585
2021-04-10,0.10586567845056301
2021-04-11,0.1064335421900374
2021-04-12,0.10698173973394487
2021-04-13,0.10751145640179079
2021-04-14,0.10802349131434139
2021-04-15,0.10851839224307219
2021-04-16,0.10899654225291709
2021-04-17,0.10945821466152945
2021-04-18,0.10990540383225035
2021-04-19,0.1103383967595399
2021-04-20,0.11075759370554397
2021-04-21,0.11116356412268638
2021-04-22,0.11155713390741315
2021-04-23,0.1119395190510042
2021-04-24,0.11231251620029564
2021-04-25,0.11267871458453324
2021-04-26,0.11304149226694787
2021-04-27,0.11340391375436845
2021-04-28,0.11376442869650795
2021-04-29,0.11410869989881359
2021-04-30,0.11441073461358382
2021-05-01,0.11466269925020586
2021-05-02,0.11485193148181984
2021-05-03,0.11486741788261555
2021-05-04,0.11473920369018466
2021-05-05,0.11458798547676528
2021-05-06,0.11448687775954823
2021-05-07,0.1144485445719915
2021-05-08,0.11446097909170529
2021-05-09,0.11450879315961927
2021-05-10,0.11457955729732612
2021-05-11,0.11466438264896048
2021-05-12,0.11475712880760758
2021-05-13,0.11485356185108449
2021-05-14,0.11495072794360485
2021-05-15,0.11504653079090542
2021-05-16,0.11513945490729964
2021-05-17,0.11522738243457191
2021-05-18,0.11530337601242804
2021-05-19,0.11536531778265255
2021-05-20,0.11541169225955886
2021-05-21,0.1154404031488838
2021-05-22,0.11544849661484062
2021-05-23,0.11543173873524716
2021-05-24,0.11538398910318787
2021-05-25,0.11529635886279799
2021-05-26,0.1151564185356695
2021-05-27,0.11494877996273295
2021-05-28,0.11466143632159778
2021-05-29,0.11430705164572243
2021-05-30,0.1139587404522974
2021-05-31,0.11373719931356094
2021-06-01,0.11367247346710486
2021-06-02,0.11363704852163416
2021-06-03,0.11356693199776244
2021-06-04,0.11347047803379458
2021-06-05,0.11337540661408592
2021-06-06,0.1132970076500095
2021-06-07,0.1132369345137364
2021-06-08,0.11319191905976969
2021-06-09,0.1131583587501636
2021-06-10,0.11313349229953927
2021-06-11,0.11311540367259496
2021-06-12,0.11310279607456128
2021-06-13,0.11309478872758355
2021-06-14,0.1130907743387175
2021-06-15,0.11309032604811174
2021-06-16,0.11309313779031921
2021-06-17,0.11309857145083961
2021-06-18,0.11310518201803729
2021-06-19,0.11311270246751175
2021-06-20,0.11312076477399638
2021-06-21,0.11312885174834472
2021-06-22,0.11313622219740545
2021-06-23,0.1131417955267875
2021-06-24,0.1131439812752675
2021-06-25,0.11314046067521101
2021-06-26,0.11312803967095897
2021-06-27,0.1131030988885751
2021-06-28,0.11306419866799672
2021-06-29,0.11301908403320447
2021-06-30,0.11299118787928818
2021-07-01,0.11300320845442305
2021-07-02,0.11304359454446929
2021-07-03,0.11311879891148106
2021-07-04,0.11324493662224165
2021-07-05,0.11339284066354494
2021-07-06,0.1135318695238457
2021-07-07,0.11365162288259148
2021-07-08,0.1137537903865842
2021-07-09,0.11384302617614335
2021-07-10,0.11392348728151362
2021-07-11,0.11399820784052399
2021-07-12,0.11406927526259843
2021-07-13,0.11413811028266556
2021-07-14,0.1142056883407947
2021-07-15,0.11427269033507605
2021-07-16,0.11433960073427231
2021-07-17,0.11440696080905698
2021-07-18,0.11447676341086145
2021-07-19,0.11454970179372559
2021-07-20,0.1146261962090584
2021-07-21,0.11470682719505804
2021-07-22,0.11479241125660047
2021-07-23,0.11488411575377916
2021-07-24,0.11498362768659841
2021-07-25,0.11509337674739831
2021-07-26,0.11521673413854983
2021-07-27,0.11535781681381292
2021-07-28,0.11551970858071822
2021-07-29,0.11569870083013575
2021-07-30,0.11587494611399733
2021-07-31,0.1160163747895224
2021-08-01,0.11611527918678133
2021-08-02,0.1161520887328541
2021-08-03,0.11597379996324247
2021-08-04,0.11561997558745522
2021-08-05,0.11525522591871848
2021-08-06,0.11498142595032604
2021-08-07,0.11481761160714685
2021-08-08,0.11474795400929534
2021-08-09,0.11475132123919411
2021-08-10,0.11481040924758983
2021-08-11,0.11491274666335066
2021-08-12,0.11504967428185123
2021-08-13,0.11521520015887418
2021-08-14,0.11540513325542526
2021-08-15,0.11561649372619547
2021-08-16,0.11584712446215216
2021-08-17,0.11609543644122296
2021-08-18,0.11636024053023289
2021-08-19,0.11664063489636468
2021-08-20,0.11693592842689948
2021-08-21,0.11724558774335256
2021-08-22,0.11756919989845775
2021-08-23,0.11790644565770345
2021-08-24,0.11825708003578898
2021-08-25,0.1186209178820334
2021-08-26,0.1189978230317541
2021-08-27,0.11938770001218175
2021-08-28,0.11979048760334533
2021-08-29,0.1202061537634897
2021-08-30,0.12063469157072919
2021-08-31,0.12107611593051518
2021-09-01,0.12153046086676281
2021-09-02,0.12199779085051948
2021-09-03,0.1224782349323864
2021-09-04,0.12297193637520158
2021-09-05,0.12347903710542188
2021-09-06,0.12399967715892884
2021-09-07,0.12453399427614513
2021-09-08,0.12508212361178878
2021-09-09,0.12564419753266037
2021-09-10,0.12622034548295033
2021-09-11,0.12681069390118566
2021-09-12,0.1274153661764867
2021-09-13,0.12803448263454262
2021-09-14,0.12866816054583288
2021-09-15,0.12931651415027412
2021-09-16,0.1299796546937693
2021-09-17,0.1306576904731449
2021-09-18,0.13135072688676794
2021-09-19,0.13205886648876083
2021-09-20,0.13278220904523697
2021-09-21,0.13352085159136845
2021-09-22,0.13427488848841315
2021-09-23,0.13504441148007368
2021-09-24,0.13582950974775124
2021-09-25,0.13663026996441266
2021-09-26,0.13744677634690006
2021-09-27,0.13827911070660923
2021-09-28,0.13912735249852393
2021-09-29,0.13999157886864833
2021-09-30,0.14087186469991395
2021-10-01,0.14176828265666241
2021-10-02,0.14268090056851065
2021-10-03,0.14360977338594128
2021-10-04,0.14455495105123242
2021-10-05,0.14551648125539157
2021-10-06,0.14649440956022683
2021-10-07,0.1474887795132632
2021-10-08,0.1484996327558901
2021-10-09,0.1495270091251229
2021-10-10,0.1505709467493425
2021-10-11,0.15163148213836616
2021-10-12,0.15270865026818362
2021-10-13,0.15380248466067997
2021-10-14,0.1549130174586502
2021-10-15,0.15604027949639232
2021-10-16,0.15718430036615266
2021-10-17,0.15834510848068056
2021-10-18,0.15952273113213442
2021-10-19,0.16071719454756794
2021-10-20,0.16192852394121002
2021-10-21,0.16315674356373988
2021-10-22,0.1644018767487461
2021-10-23,0.16566394595654543
2021-10-24,0.1669429728155281
2021-10-25,0.1682389781611831
2021-10-26,0.16955198207294991
2021-10-27,0.17088200390902974
2021-10-28,0.17222906233928456
2021-10-29,0.17359317537634278
2021-10-30,0.17497436040502018
2021-10-31,0.17637263421016
2021-11-01,0.1777880130029904
2021-11-02,0.1792205124460868
2021-11-03,0.18067014767702444
2021-11-04,0.1821369333308012
2021-11-05,0.18362088356110196
2021-11-06,0.1851220120604745
2021-11-07,0.1866403320794808
2021-11-08,0.18817585644488521
2021-11-09,0.1897285975769318
2021-11-10,0.1912985675057695
2021-11-11,0.1928857778870688
2021-11-12,0.19449024001687723
2021-11-13,0.19611196484576143
2021-11-14,0.19775096299226735
2021-11-15,0.19940724475574464
2021-11-16,0.20108082012856932
2021-11-17,0.2027716988077892
2021-11-18,0.20447989020623852
2021-11-19,0.20620540346313676
2021-11-20,0.20794824745420865
2021-11-21,0.20970843080134455
2021-11-22,0.21148596188183177
2021-11-23,0.21328084883717274
2021-11-24,0.21509309958151807
2021-11-25,0.21692272180973082
2021-11-26,0.21876972300509945
2021-11-27,0.22063411044672238
2021-11-28,0.2225158912165762
2021-11-29,0.22441507220628676
2021-11-30,0.22633166012361425
2021-12-01,0.22826566149867078
2021-12-02,0.23021708268988053
2021-12-03,0.23218592988969555
2021-12-04,0.23417220913008024
2021-12-05,0.23617592628777348
2021-12-06,0.23819708708934365
2021-12-07,0.2402356971160373
2021-12-08,0.24229176180844442
2021-12-09,0.24436528647097266
2021-12-10,0.2464562762761547
2021-12-11,0.24856473626879133
2021-12-12,0.2506906713699237
2021-12-13,0.25283408638067173
2021-12-14,0.2549949859859163
2021-12-15,0.2571733747578475
2021-12-16,0.25936925715938075
2021-12-17,0.26158263754744826
2021-12-18,0.2638135201761667
2021-12-19,0.2660619091998961
2021-12-20,0.26832780867617495
2021-12-21,0.27061122256857384
2021-12-22,0.2729121547494171
2021-12-23,0.27523060900243485
2021-12-24,0.2775665890253076
2021-12-25,0.2799200984321217
2021-12-26,0.28229114075575135
2021-12-27,0.28467971945014414
2021-12-28,0.2870858378925375
2021-12-29,0.2895094993855934
2021-12-30,0.29195070715946886
2021-12-31,0.2944094643738173
