day,date,cfr_mod_daily,cfr_mod_t7,cfr_mod_smooth,cfr_high_daily,cfr_high_t7,cfr_high_smooth,cfr_low_daily,cfr_low_t7,cfr_low_smooth
23,2021-03-09,0.00972080105247771,0.00772494669126702,0.00871105287146394,0.0090061112898038,0.00780912284428779,0.00971435935797757,0.00396628656420426,0.00367116369865132,0.00393178357903225
24,2021-03-10,0.0073833431777909,0.00781340838299178,0.00877885864005438,0.00613148631770183,0.00743165485069917,0.00885707201155521,0.00340964442279591,0.00372022281897364,0.00405932088418905
25,2021-03-11,0.0071691065726851,0.00761804110838956,0.00885735006636957,0.00655021834061135,0.00678799576345017,0.00802200138697515,0.00353549088931194,0.00378899277149813,0.00419216367768197
26,2021-03-12,0.0084530853761623,0.00770666608369726,0.00895255662410062,0.00672026881075243,0.00650925331233103,0.00731765757003339,0.00381367474802506,0.0038264306893625,0.00432773589923926
27,2021-03-13,0.00946146980065457,0.00803195831687608,0.00907050778693861,0.010205264988983,0.00689816475490846,0.00685255064652591,0.00316455696202532,0.00378695879607272,0.00446346148858915
28,2021-03-14,0.00768541052901243,0.00815935002373017,0.00925313137452943,0.00602918123718799,0.00698073996249166,0.00669260944163711,0.00460971112476952,0.00398918850045363,0.00461593705255464
29,2021-03-15,0.0105949470252649,0.00863830907629258,0.00950926398342841,0.00750351727372206,0.00744943546553778,0.00675686963362689,0.00567595459236326,0.00402504561478504,0.00479321157578432
30,2021-03-16,0.0124683291105481,0.00903081308458835,0.0097952982526909,0.0110644792064098,0.00774348802505292,0.00693350158790449,0.00510551395507148,0.00418779238490892,0.00497988756474486
31,2021-03-17,0.00981348637015782,0.00937797639778362,0.0100676268213722,0.00852359208523592,0.00808521742041494,0.00711067566987913,0.00470162748643761,0.0043723613940006,0.00516056752590294
32,2021-03-18,0.00927246790299572,0.00967845658782799,0.0102826423285276,0.00644587686152478,0.00807031149483114,0.00717656224496006,0.00573394495412844,0.00468642626040295,0.00531985396572523
33,2021-03-19,0.0102597686094739,0.0099365541925868,0.0104577044844956,0.00685199686765858,0.00808912978867487,0.00720475010997347,0.00612391930835735,0.00501646119759328,0.00546793979817359
34,2021-03-20,0.010467848750267,0.01008032261396,0.0106380852630262,0.00903111809168548,0.00792139451763238,0.00732875865844437,0.0053744177714081,0.00533215559893368,0.00562372219071928
35,2021-03-21,0.0114209115281501,0.0106139656138368,0.0108220456982924,0.00888609640068216,0.0083295252552744,0.00752665415083017,0.00619047619047619,0.00555797917974892,0.00578486003009309
36,2021-03-22,0.0128313684621898,0.0109334543905404,0.0110078468244673,0.00663311985361391,0.00820518276668752,0.0077765028475883,0.0084985835694051,0.00596121189075489,0.00594901220302582
37,2021-03-23,0.0154982375650422,0.0113662984554681,0.011193749675724,0.0132970686007857,0.00852412410874123,0.00805637100917615,0.00431778929188256,0.00584867979601362,0.00611383759624826
38,2021-03-24,0.0108966784823421,0.0115210401857802,0.0113780152862355,0.00695512116553188,0.0083000568344978,0.00834432489605117,0.00404040404040404,0.00575421930372311,0.00627699509649121
39,2021-03-25,0.0110309897845309,0.011772257597428,0.0115589046901747,0.00775302088426346,0.00848679169488904,0.00861843076867075,0.00562587904360056,0.00573878131650484,0.00643614359048544
40,2021-03-26,0.0117528677802375,0.0119855574789657,0.0117346789217148,0.00708098880950876,0.00851950482943907,0.00885675488749231,0.00786516853932584,0.0059875312066432,0.00658894196496177
41,2021-03-27,0.0123638387532798,0.0122564131936818,0.0119035990150287,0.0106396615818485,0.00874929675660521,0.00903736351297328,0.00687960687960688,0.00620255822210017,0.00673304910665097
42,2021-03-28,0.0111266171312186,0.0122143711369773,0.0120639260042895,0.00649819494584838,0.00840816797734324,0.00913832290557107,0.00669642857142857,0.00627483713366479,0.00686612390228385
43,2021-03-29,0.0108851331996563,0.0119363375280439,0.0121931021944001,0.00677695834163843,0.00842871633277531,0.00917973994984128,0.0104364326375712,0.00655167271483137,0.00699967677313646
44,2021-03-30,0.0122969275000866,0.0114790075187646,0.0122834372398192,0.00778101209135692,0.00764070825999977,0.00920109023057571,0.00812182741116751,0.00709510673187208,0.00714172982524111
45,2021-03-31,0.0127797310117752,0.0117480150229693,0.0123554931990529,0.00979334742654989,0.00804616915443091,0.00920949305858604,0.00714966634890372,0.00753928706165775,0.00728470947246303
46,2021-04-01,0.0117922745483408,0.0118567699892279,0.0124298321306076,0.00963883404947161,0.00831557103517493,0.00921206774468398,0.00579252238020011,0.00756309325260054,0.00742104212866739
47,2021-04-02,0.0174302058377744,0.0126678182831617,0.0125270160929898,0.0187298002414236,0.00997968695401991,0.00921593359968123,0.00705645161290323,0.00744756226311159,0.0075431542077194
48,2021-04-03,0.0117311423028643,0.0125774330759595,0.0126676071447056,0.0102116051021161,0.00991853602834385,0.00922820993438947,0.00577478344562079,0.00728973034397073,0.00764347212348426
49,2021-04-04,0.0101469931289753,0.0124374867899247,0.0128427418642244,0.00727034550515802,0.0100288432511024,0.00920379311726187,0.00533333333333333,0.00709500245281426,0.00775509254542089
50,2021-04-05,0.0109754897135545,0.0124503948633388,0.0130278751514104,0.00628930817610063,0.00995917894173983,0.00912086346984222,0.00968523002421307,0.00698768779376311,0.00789666607260231
51,2021-04-06,0.0133364381125765,0.0125988963794087,0.0132200465468616,0.0103487926408586,0.0103260047345258,0.00902146623257817,0.00705289672544081,0.00683498341008787,0.00803895001331483
52,2021-04-07,0.012804432879687,0.0126024252176819,0.0134162955911763,0.0101083032490975,0.0103709984234611,0.00894764664591737,0.00651465798045603,0.00674426792888105,0.00815270167584477
53,2021-04-08,0.0135741245366688,0.0128569752160144,0.0136136618249528,0.0104583889630619,0.0104880776968312,0.00894144995030745,0.00904977375565611,0.0072095895539462,0.00820867836847845
54,2021-04-09,0.0124124863510823,0.012140158146487,0.0138463687125721,0.00815673947211533,0.00897764044407286,0.00898322094903277,0.0120547945205479,0.00792363854075259,0.0082192494166904
55,2021-04-10,0.0133797419849278,0.0123756723867818,0.0141388490883278,0.00864916307451156,0.00875443444012936,0.00902658790156016,0.00827250608272506,0.00828045606033891,0.00821569560810842
56,2021-04-11,0.0132539659267513,0.0128195256436069,0.0144734565476875,0.00863562131934478,0.00894947384215604,0.00907352123261108,0.0072202166064982,0.00855001081364818,0.00819714144424873
57,2021-04-12,0.0156717481122667,0.0134904197005658,0.0148325446861184,0.00815346206111936,0.00921578154001586,0.00912599136690696,0.00710135571336346,0.00818088591209823,0.00816271142662755
58,2021-04-13,0.0192723106110412,0.0143384014860608,0.0151984670990881,0.0100651909162547,0.0091752670079296,0.00918596872916924,0.00837170364169108,0.00836928690013398,0.00811153005676109
59,2021-04-14,0.0143940759641119,0.0145654933552643,0.0155535773820639,0.00703014363746713,0.00873552992055384,0.00925542374411936,0.00829249905767056,0.00862326419687892,0.00804272183616557
60,2021-04-15,0.0145458119364112,0.0147043058409418,0.0158802291305132,0.00808188407475164,0.0083960292222238,0.00933632683647875,0.00714796283059328,0.00835157692186994,0.00795541126635721
61,2021-04-16,0.015029823753412,0.0150782111841318,0.0161607759399033,0.00830672260138167,0.00841745538354757,0.00943064843096885,0.00837320574162679,0.00782563566773835,0.00784872284885222
62,2021-04-17,0.0161085661440523,0.0154680432068638,0.0163775714057018,0.00847371933585455,0.00839239199231085,0.0095403589523111,0.0106257378984652,0.00816181164141551,0.00772178108516682
63,2021-04-18,0.0156078386033875,0.0158043107320976,0.016512969123376,0.00881311980937029,0.00841774891945735,0.00966742882522693,0.00892219842969308,0.00840495190187192,0.00757371047681723
64,2021-04-19,0.0181953750401292,0.0161648288646494,0.01660487489494,0.00742260192860768,0.00831334032909854,0.00985144258973008,0.00890963088672041,0.0086632769266372,0.00737065152214533
65,2021-04-20,0.0175263632579437,0.0159154078142069,0.0166941688399793,0.0093565775478195,0.00821210984789351,0.010107808998161,0.00799543118218161,0.00860952371813584,0.00709854776924151
66,2021-04-21,0.0166381576863379,0.016235990917382,0.0167676660303185,0.00948136277897408,0.00856228401096593,0.0104022347937312,0.00628212450028555,0.00832232735279513,0.00678622829424475
67,2021-04-22,0.0171143026130211,0.0166029181568977,0.0168121815377822,0.0100913193334044,0.00884934619077347,0.0107004267196523,0.00643234550884448,0.00822009630683101,0.00646252217329402
68,2021-04-23,0.0180758218634655,0.0170380607440482,0.016814530434195,0.0131032495380808,0.00953456432458763,0.0109680915191359,0.00533280663638159,0.00778575357751027,0.00615625848252831
69,2021-04-24,0.0180972044702258,0.0173221519335015,0.0167615277913816,0.0121997437331938,0.0100668535242075,0.0111709359353934,0.00403616402970617,0.00684438588197327,0.00589626629808659
70,2021-04-25,0.0165260072742682,0.0174533188864845,0.0166082458208829,0.0131450058457358,0.0106856943865454,0.0113266344359802,0.00429430289149728,0.0061832579479453,0.00561523745494847
71,2021-04-26,0.0171725587236847,0.0173072022698496,0.0163529010967476,0.0101254082046724,0.0110718095688404,0.0114783364851875,0.00491918482080112,0.00561319422424254,0.0052604219754512
72,2021-04-27,0.017733692396531,0.0173368207182192,0.0160470252345627,0.0148641466817246,0.0118586051593983,0.0116299613213313,0.0042581503659348,0.00507929696477871,0.00488248621677026
73,2021-04-28,0.0182679974346641,0.0175696549679801,0.0157421498499147,0.0175566562627222,0.0130122185142194,0.0117854281827272,0.00467076782866257,0.00484910315454686,0.00453209653608113
74,2021-04-29,0.0161510506023207,0.01743204753788,0.0154898065583904,0.012496960855823,0.0133558815888507,0.0119486563076912,0.00590696529657888,0.00477404883850891,0.00425991929055928
75,2021-04-30,0.0150639738121896,0.0170017835305549,0.0152364359060306,0.0129925151814715,0.0133400623950493,0.0120882127958255,0.00488485694347523,0.00471005602523658,0.00403852830874742
76,2021-05-01,0.0141244561988539,0.0164342480632161,0.0149066084000146,0.0119482144719396,0.0133041296434416,0.0121799128390397,0.00346946151066137,0.00462909852251589,0.00381079706279703
77,2021-05-02,0.0124444218233641,0.0158511644273726,0.0145190505976372,0.00974778161472221,0.0128188118961539,0.0122385478141101,0.00268390206496138,0.00439904126158219,0.00358284137529674
78,2021-05-03,0.0133811667568083,0.0153095370035331,0.0140924890561934,0.00962256465956147,0.0127469771039952,0.0122789090978133,0.00329815303430079,0.00416746529208214,0.00336077706883518
79,2021-05-04,0.0128615834083536,0.0146135214337935,0.0136456503329778,0.0143485192521378,0.0126733160426257,0.0123157880669255,0.00291157991520662,0.00397509808483526,0.00315071996600097
80,2021-05-05,0.0126016620638983,0.0138040449522555,0.0131972609852854,0.013636094148337,0.0121132357405707,0.0123639760982233,0.00258766842152226,0.00367751245524379,0.00295878588938273
81,2021-05-06,0.0117973963329735,0.0131820943423488,0.012766047570411,0.0127288735021563,0.0121463661186183,0.012438264568483,0.00233376551213188,0.00316705534317993,0.0027910906615691
82,2021-05-07,0.0122590473101339,0.0127813905563408,0.0123707366456493,0.0134358728828775,0.0122097029331048,0.012553444854481,0.00189826695257848,0.00274039963019468,0.00265375010514869
83,2021-05-08,0.0117250627514356,0.0124386200638525,0.0120300547682953,0.0128648004764741,0.0123406437908955,0.0127243083329938,0.00239835113359565,0.00258738386204244,0.00255288004271015
84,2021-05-09,0.0105707470295327,0.0121709522361623,0.0117627284956436,0.00864165823148162,0.0121826261647183,0.0129656463807978,0.00238856299834908,0.00254519256681211,0.00249459629684208
85,2021-05-10,0.0121419471563929,0.0119939208646744,0.0115421488668187,0.0112731006160164,0.0124184170156404,0.0132621678504543,0.0029693924166286,0.00249822676428751,0.00248106031804381
86,2021-05-11,0.0115675106706015,0.0118090533307098,0.0113318927961235,0.0119503300280298,0.0120758185550535,0.0135870676167122,0.00240714220421098,0.00242616423414527,0.00250450886749583
87,2021-05-12,0.010880222665022,0.0115631334165846,0.0111359656536206,0.0128891626782922,0.0119691140593329,0.0139378660896291,0.00271327792534202,0.00244410844897667,0.00255617073380858
88,2021-05-13,0.0103419835407332,0.0113552173034074,0.0109583728093727,0.0128478362732206,0.0119861087409135,0.0143120836792629,0.00251249773357163,0.00246964162346806,0.00262727470559245
89,2021-05-14,0.00967379245498913,0.0109858951812439,0.0108031196334425,0.0110459479648437,0.0116446908954801,0.0147072407956713,0.00250006720610769,0.00255561308825795,0.00270904957145788
90,2021-05-15,0.0103852502445386,0.0107944933945443,0.0106742114958927,0.0151701905755191,0.0119740323382008,0.0151208578489119,0.00269390503984735,0.00259783507486533,0.00279272412001527
91,2021-05-16,0.0110729822475614,0.0108662412828341,0.0105900469733859,0.0171942026938761,0.0131958244042571,0.0155385115275814,0.00278481804812416,0.00265444293911891,0.00291142987555543
92,2021-05-17,0.0121820619559321,0.0108719719684826,0.0105533562484358,0.0205672446062401,0.0145235592600034,0.0159596595302241,0.00334473876436892,0.00270806384593896,0.00308566864661993
93,2021-05-18,0.0118297910131201,0.0109094405888424,0.0105446420998815,0.0248843484965305,0.0163712761840749,0.0164026437818198,0.00260822801828449,0.00273679039080661,0.00328772464819533
94,2021-05-19,0.00939596339524604,0.010697403550303,0.0105444073065624,0.0103053435114504,0.0160021591602404,0.0168858062073482,0.0026696541367721,0.0027305584210109,0.0034898820952682
95,2021-05-20,0.0101597953075215,0.0106713766598442,0.0105331546473175,0.0158214618773515,0.0164269628179734,0.017427488731789,0.00301431801055011,0.00280224703200783,0.00366442520282511
96,2021-05-21,0.0103071754554548,0.010761859945625,0.010511448563319,0.02337936396283,0.0181888793891142,0.0179080553761032,0.00369214768590744,0.00297254424340779,0.00383452467215919
97,2021-05-22,0.00925935097868294,0.0106010171933599,0.0104959757985318,0.0120541553253915,0.0177437314962389,0.0182452047289652,0.00419337161373329,0.00318675375396293,0.0040369857503155
98,2021-05-23,0.0121542890668704,0.0107554895961183,0.0104914225859846,0.0272721637982686,0.0191834402254378,0.0185132805669247,0.00525124996508477,0.00353910117067159,0.00426454447090848
99,2021-05-24,0.0106497597809955,0.0105365892854131,0.010502475158706,0.0158985927596949,0.0185164899616456,0.0187866266665313,0.00713064357696366,0.00407994471532798,0.00450993686755259
100,2021-05-25,0.0119349887392234,0.0105516175319993,0.0105338197497247,0.0277615001464987,0.0189275116259268,0.0191395868043347,0.00474658085277554,0.00438542369168384,0.00476589897386224
101,2021-05-26,0.01059752035121,0.0107232685257084,0.0105901425920694,0.0212051901412967,0.0204846325730477,0.0196465047568844,0.00346895173332721,0.00449960906262029,0.00502516682345191
102,2021-05-27,0.0106674829812976,0.0107957953362478,0.0106761299187687,0.0207599455168851,0.0211901302358382,0.0203817243007303,0.0045300963584032,0.0047161488265993,0.00528047644993602
103,2021-05-28,0.0110679956843706,0.0109044839403787,0.0107964679628512,0.024371915938181,0.0213319233751741,0.0214195892124219,0.00559174497031187,0.00498751986722851,0.00552456388692902
104,2021-05-29,0.0111437554101758,0.0111736845734491,0.0109558429573456,0.0238751147842057,0.0230206318692904,0.0228344432685089,0.00605875152998776,0.00525400271240771,0.00575016516804535
105,2021-05-30,0.0111057100380717,0.011023887569335,0.0111589411352805,0.0236703597080462,0.02250608842783,0.024700630245541,0.00626178292485861,0.00539836456380398,0.00595001632689946
106,2021-05-31,0.0105809041863577,0.0110140510558153,0.0114701067510945,0.0187856928163511,0.0229185312930666,0.0275231210624015,0.00813008130081301,0.00554114138149674,0.00614264978375224
107,2021-06-01,0.0119926958682263,0.0110222949313871,0.0119091403953671,0.0300302412265279,0.0232426371616422,0.0314051509109381,0.0061907649104892,0.00574745338974155,0.00634570200615363
108,2021-06-02,0.0104928906863828,0.0110073478364118,0.0124139128053386,0.016249889806353,0.0225347371137931,0.0358184599771468,0.00650143458885294,0.00618066522624522,0.00655056509865162
109,2021-06-03,0.0104805548483656,0.0109806438174215,0.0129222947182492,0.0214971080873257,0.0226400460524275,0.0402347884470236,0.00501787412679151,0.00625034776458641,0.00674863116579422
110,2021-06-04,0.0131053754581246,0.011271698070815,0.0133721568713393,0.0464512211577385,0.0257942325123643,0.0441258765065645,0.00454959053685168,0.00610146855980639,0.00693129231212945
111,2021-06-05,0.0111333889587666,0.0112702171491851,0.013701370001849,0.02835495350706,0.0264342094727721,0.0469634643417656,0.00732973276285334,0.00628303730735861,0.0070899406422053
112,2021-06-06,0.0109678056310976,0.0112505165196173,0.0140165312309361,0.0231703659268146,0.026362781789739,0.0497804791401823,0.00879163439194423,0.00664444465979941,0.00721509980601742
113,2021-06-07,0.0107578488386935,0.0112757943270939,0.0144202342698887,0.0153693156134165,0.0258747279036055,0.0534915775748025,0.0118399640873127,0.00717442791501366,0.0073127017932097
114,2021-06-08,0.0106319859133364,0.011081407190681,0.0148443447411433,0.0290851839575738,0.0257397197223263,0.0573910940597711,0.00416065496762071,0.00688441220888959,0.00739725121780258
115,2021-06-09,0.0133232471277954,0.0114857438251686,0.0152207282671361,0.0267049127343245,0.0272332944263223,0.0607733630092327,0.00541704285019793,0.00672949910336744,0.00748325269381647
116,2021-06-10,0.0183474405481661,0.0126095846394258,0.0154812504703034,0.0900202134160673,0.0370223094732853,0.0629327188373318,0.00802780766365969,0.00715948960863432,0.00758521083527178
117,2021-06-11,0.0229545676487652,0.0140166120952316,0.0156340801803335,0.126277724204436,0.0484260956228135,0.0640478546030464,0.00775159064432297,0.00761691819541594,0.00769097208255961
118,2021-06-12,0.0199658765019784,0.0152783960299761,0.0157379884971064,0.0968711505296871,0.0582141237689031,0.0647902764042194,0.00727257261940203,0.00760875246063718,0.00778135970996762
119,2021-06-13,0.0255678114162038,0.0173641111421341,0.0158007444483462,0.148978494623656,0.0761867135827376,0.0651935382132932,0.0103548808686036,0.00783207338587423,0.00786034358236114
120,2021-06-14,0.0215395285420427,0.0189043510997555,0.0158301170617772,0.105591298003582,0.089075568209904,0.0652911940027104,0.0130894308943089,0.00801056864401655,0.00793189356460549
121,2021-06-15,0.0190759432828647,0.0201106307239738,0.0158338753651232,0.103235856404447,0.0996685214166001,0.0651167977449135,0.00840080971659919,0.00861630503672776,0.00799997952156598
122,2021-06-16,0.0173748918265644,0.0206894371095122,0.0158197883861084,0.0814819698068429,0.107493815284103,0.0647039034123449,0.00747673058338843,0.00891054614146926,0.00806857131810796
123,2021-06-17,0.0120144384703679,0.0197847225269696,0.0157956251524569,0.0417624269485849,0.100599845788748,0.0640860649774473,0.00466769214448629,0.00843052963873021,0.00814163881909673
124,2021-06-18,0.0136566656150896,0.0184564508078731,0.0157691546918928,0.0457885811192764,0.0891013967765825,0.063296836412663,0.00554562819643847,0.00811539214617528,0.00822315188939762
125,2021-06-19,0.0137481657466285,0.0175682064142517,0.0157481460321401,0.0499304487883447,0.082395582242105,0.0623697716904346,0.00663665743305633,0.00802454711955447,0.00831708039387594
126,2021-06-20,0.0140698949698149,0.0159256469219104,0.015740368200923,0.0481802978418412,0.0679958398447029,0.0613384247832046,0.00763358778625954,0.00763579096493389,0.00842739419739703
127,2021-06-21,0.013600764533122,0.0147915377777789,0.0156392177140278,0.0344456404736276,0.0578321744832809,0.0594031057500582,0.010093417803071,0.00720778909475703,0.0085649847647743
128,2021-06-22,0.0146464483171134,0.0141587527826715,0.015386129608421,0.0442567257368469,0.0494065843879095,0.0561486852885359,0.00905762189246483,0.00730161940559498,0.00872877070722533
129,2021-06-23,0.0140920081377885,0.0136897693985607,0.0150609306935973,0.0462280462280462,0.0443703095909385,0.0521855583287631,0.0092569735867687,0.0075559398346493,0.00890476260922176
130,2021-06-24,0.0144585134296508,0.0140389229641726,0.0147434477790514,0.0455476366019497,0.0449110538271335,0.048124119800865,0.00942872989462008,0.00823608808466842,0.00907897105523519
131,2021-06-25,0.0139877503724549,0.0140862207866533,0.0145135076742779,0.0434302226755057,0.0445741454780234,0.044574764634967,0.00829059228553362,0.00862822581168201,0.00923740662973725
132,2021-06-26,0.0156224774914623,0.0143539796073439,0.0144509371887714,0.0477704029167056,0.0442655674963607,0.0421478877611944,0.00853094274146906,0.00889883799859811,0.00936607991719954
133,2021-06-27,0.0137744538809313,0.0143117737375033,0.0145911799415825,0.0387856732426738,0.0429234782679082,0.0404026352273454,0.00535220994475138,0.00857292687838266,0.009516831849148
134,2021-06-28,0.015114651379816,0.014528043287031,0.0148616626351027,0.0353056956575225,0.0430463432941789,0.0385617382013209,0.0142505505894546,0.00916680299072318,0.00972226496929941
135,2021-06-29,0.0131640279675319,0.0143162689513766,0.0151801867038382,0.0301881860951385,0.041036551916792,0.0367309692934009,0.00849256900212314,0.00908608114924579,0.0099395322804117
136,2021-06-30,0.0148909925842262,0.0144304095865819,0.0154645535822949,0.0139507272187593,0.0364255063440367,0.0350161011138651,0.0107008289374529,0.00929234619934354,0.0101257867852428
137,2021-07-01,0.0137260554808124,0.0143257727367479,0.0156325647049791,0.0256358087487284,0.0335809595078622,0.0335229062729931,0.00994466276365386,0.00936605089491979,0.0102381814865505
138,2021-07-02,0.0121286925039085,0.0140601930412412,0.0157376703714137,0.0159216166564605,0.0296511586479986,0.0323263747810276,0.0128509814276912,0.0100175350580852,0.0102846564441168
139,2021-07-03,0.0162074554294976,0.0141437613181034,0.0158794202277962,0.0416292639138241,0.0287738530761584,0.0313974547296033,0.0108494735996142,0.0103487537521059,0.010304445071765
140,2021-07-04,0.0136849258182642,0.0141309715948653,0.0160447647286442,0.032688815297511,0.0279028733697066,0.0306858558510881,0.00643942646174981,0.0105040703973914,0.0103016404033154
141,2021-07-05,0.012932549258487,0.0138192427203897,0.0162206543284751,0.0169059011164274,0.0252743312924073,0.0301412878778502,0.013693113169553,0.0104244364802626,0.0102803354725883
142,2021-07-06,0.0183009622764036,0.0145530904787999,0.0163940394818066,0.0466351829988194,0.0276239022786474,0.0297134605422575,0.0112546564159467,0.0108190203965231,0.0102446233134039
143,2021-07-07,0.0150803734187704,0.0145801448837348,0.0165518706431563,0.0323862507450825,0.0302575484966936,0.0293520835766782,0.0115742551028388,0.0109437955630068,0.0101985969595826
144,2021-07-08,0.0175768017189647,0.0151302514891852,0.0166810982670415,0.0445956928078017,0.0329661033622755,0.0290068667134803,0.0117569133962577,0.0112026885105216,0.0101463494449446
145,2021-07-09,0.0247498359580053,0.0169332719826275,0.0167686728079799,0.0768429820907955,0.0416691555671805,0.0286275196850317,0.011259310583752,0.0109753069613875,0.0100919738033101
146,2021-07-10,0.0180162105770002,0.0171916655751279,0.016801544720489,0.050346514472075,0.0429144770755021,0.0281637522237007,0.0089948836441657,0.0107103655391805,0.0100395630684995
147,2021-07-11,0.0154762160651721,0.0174475641818291,0.0167666644590865,0.0350912372167636,0.0432576802068239,0.0275652740618552,0.00889500229252636,0.0110611620864343,0.00999321027433299
148,2021-07-12,0.0545994065281899,0.0233999723632152,0.0166820428866297,0.0217035825776721,0.043943063272716,0.026892238506227,0.012402331638348,0.0108767647248336,0.00994515453239005
149,2021-07-13,0.0135563074787437,0.0227221645349781,0.0165751323158045,0.0242424242424242,0.0407440977360881,0.0262418879871444,0.00915129151291513,0.0105762840244005,0.0098857309811569
150,2021-07-14,0.0118915360243591,0.0222666163357765,0.0164470453758705,0.0173984239074813,0.0386029796164308,0.0256195659223699,0.009371796749158,0.0102616471167318,0.00981617669481398
151,2021-07-15,0.0116286526581304,0.0214168807556573,0.0162988946960873,0.0184883088635128,0.0348733533386752,0.0250306157296662,0.00676095741373951,0.00954793911922923,0.00973772874754178
152,2021-07-16,0.0126734107316632,0.0196916771518941,0.0161317929057146,0.0190791728550211,0.0266213805907074,0.0244803808267959,0.0107482430756511,0.00947492947521483,0.00965162421352072
153,2021-07-17,0.0120157110651451,0.0188344629359148,0.0159468526340121,0.0130677626725682,0.0212958446193493,0.0239742046315215,0.00915221579961464,0.00949740549742182,0.00955910016693127
154,2021-07-18,0.0124782067247821,0.0184061758872877,0.0157451865102394,0.019280205655527,0.019037125824887,0.0235174305616057,0.00669421487603306,0.00918300729506563,0.00946139368195388
